Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               1000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
Log marginal likelihood:	-152.671216
0	0.975187	750	-3.455235	-3.455235
1	0.950747	750	-3.415881	-6.871116
2	0.926679	750	-3.347442	-10.218557
3	0.902980	750	-3.340387	-13.558944
4	0.879648	750	-3.243953	-16.802897
5	0.856682	750	-3.239245	-20.042143
6	0.834079	750	-3.177402	-23.219545
7	0.811838	750	-3.110444	-26.329989
8	0.789957	750	-3.071190	-29.401179
9	0.768433	750	-3.037286	-32.438464
10	0.747266	750	-2.976357	-35.414821
11	0.726452	750	-2.929092	-38.343913
12	0.705989	750	-2.870322	-41.214235
13	0.685877	750	-2.841664	-44.055900
14	0.666112	750	-2.778606	-46.834505
15	0.646693	750	-2.751968	-49.586474
16	0.627618	750	-2.700410	-52.286884
17	0.608884	750	-2.663054	-54.949938
18	0.590490	750	-2.618865	-57.568802
19	0.572433	750	-2.565998	-60.134800
20	0.554712	750	-2.498538	-62.633339
21	0.537324	750	-2.472583	-65.105922
22	0.520268	750	-2.429111	-67.535033
23	0.503540	750	-2.374104	-69.909137
24	0.487139	750	-2.353721	-72.262858
25	0.471063	750	-2.324454	-74.587312
26	0.455310	750	-2.271708	-76.859020
27	0.439877	750	-2.218249	-79.077269
28	0.424762	750	-2.164683	-81.241952
29	0.409963	750	-2.128913	-83.370865
30	0.395478	750	-2.107796	-85.478660
31	0.381305	750	-2.090571	-87.569231
32	0.367440	750	-1.993620	-89.562851
33	0.353883	750	-1.956395	-91.519247
34	0.340630	750	-1.921054	-93.440301
35	0.327680	750	-1.934389	-95.374690
36	0.315030	750	-1.844513	-97.219202
37	0.302677	750	-1.868478	-99.087680
38	0.290619	750	-1.810941	-100.898621
39	0.278855	750	-1.751981	-102.650602
40	0.267381	750	-1.683572	-104.334174
41	0.256195	750	-1.669438	-106.003613
42	0.245294	750	-1.651909	-107.655522
43	0.234677	750	-1.639464	-109.294986
44	0.224340	750	-1.622813	-110.917799
45	0.214281	750	-1.549670	-112.467470
46	0.204498	750	-1.543014	-114.010484
47	0.194988	750	-1.534823	-115.545306
48	0.185749	750	-1.447887	-116.993193
49	0.176777	750	-1.413883	-118.407077
50	0.168070	750	-1.558620	-119.965697
51	0.159626	750	-1.381752	-121.347449
52	0.151441	750	-1.401534	-122.748982
53	0.143514	750	-1.355827	-124.104809
54	0.135841	750	-1.496011	-125.600820
55	0.128420	750	-1.307120	-126.907940
56	0.121247	750	-1.314630	-128.222570
57	0.114320	750	-1.258150	-129.480720
58	0.107637	750	-1.294352	-130.775072
59	0.101193	750	-1.216908	-131.991980
60	0.094986	750	-1.229511	-133.221490
61	0.089014	750	-1.144372	-134.365862
62	0.083273	750	-1.092981	-135.458843
63	0.077760	750	-1.072597	-136.531439
64	0.072472	750	-1.112355	-137.643794
65	0.067406	750	-1.027952	-138.671747
66	0.062558	750	-0.988406	-139.660153
67	0.057926	750	-1.004086	-140.664239
68	0.053506	750	-0.925928	-141.590166
69	0.049295	750	-0.894549	-142.484716
70	0.045289	750	-0.873215	-143.357931
71	0.041485	750	-0.810047	-144.167978
72	0.037880	750	-0.807413	-144.975391
73	0.034469	750	-0.774010	-145.749401
74	0.031250	750	-0.724502	-146.473903
75	0.028218	750	-0.664430	-147.138333
76	0.025370	750	-0.632590	-147.770922
77	0.022702	750	-0.644578	-148.415501
78	0.020209	750	-0.641750	-149.057251
79	0.017889	750	-0.568306	-149.625557
80	0.015736	750	-0.531249	-150.156805
81	0.013746	750	-0.528880	-150.685685
82	0.011916	750	-0.478197	-151.163883
83	0.010240	750	-0.407614	-151.571497
84	0.008714	750	-0.388951	-151.960448
85	0.007334	750	-0.373699	-152.334147
86	0.006093	750	-0.335093	-152.669240
87	0.004988	750	-0.338205	-153.007445
88	0.004013	750	-0.288292	-153.295737
89	0.003162	750	-0.264761	-153.560497
90	0.002430	750	-0.231773	-153.792271
91	0.001810	750	-0.185689	-153.977959
92	0.001296	750	-0.159408	-154.137367
93	0.000882	750	-0.137790	-154.275157
94	0.000559	750	-0.104637	-154.379794
95	0.000320	750	-0.083109	-154.462902
96	0.000156	750	-0.056111	-154.519013
97	0.000057	750	-0.035054	-154.554067
98	0.000010	750	-0.014384	-154.568451
99	0.000000	750	-0.003371	-154.571822
Log marginal likelihood:	-154.571822
0	0.975187	750	-3.610034	-3.610034
1	0.950747	750	-3.492833	-7.102866
2	0.926679	750	-3.439325	-10.542192
3	0.902980	750	-3.345524	-13.887716
4	0.879648	750	-3.356021	-17.243737
5	0.856682	750	-3.242545	-20.486282
6	0.834079	750	-3.233101	-23.719383
7	0.811838	750	-3.187783	-26.907166
8	0.789957	750	-3.120262	-30.027427
9	0.768433	750	-3.102077	-33.129504
10	0.747266	750	-3.024149	-36.153654
11	0.726452	750	-2.988631	-39.142285
12	0.705989	750	-2.928048	-42.070333
13	0.685877	750	-2.908038	-44.978371
14	0.666112	750	-2.891779	-47.870150
15	0.646693	750	-2.895494	-50.765645
16	0.627618	750	-2.775525	-53.541170
17	0.608884	750	-2.710538	-56.251707
18	0.590490	750	-2.728224	-58.979932
19	0.572433	750	-2.632754	-61.612686
20	0.554712	750	-2.625841	-64.238527
21	0.537324	750	-2.577754	-66.816281
22	0.520268	750	-2.548704	-69.364986
23	0.503540	750	-2.489463	-71.854449
24	0.487139	750	-2.433953	-74.288402
25	0.471063	750	-2.390529	-76.678931
26	0.455310	750	-2.310852	-78.989782
27	0.439877	750	-2.286889	-81.276672
28	0.424762	750	-2.297182	-83.573854
29	0.409963	750	-2.228358	-85.802212
30	0.395478	750	-2.172840	-87.975052
31	0.381305	750	-2.121005	-90.096057
32	0.367440	750	-2.100529	-92.196585
33	0.353883	750	-2.047077	-94.243662
34	0.340630	750	-2.002869	-96.246531
35	0.327680	750	-1.956432	-98.202963
36	0.315030	750	-1.941520	-100.144483
37	0.302677	750	-1.886450	-102.030933
38	0.290619	750	-1.861856	-103.892789
39	0.278855	750	-1.893898	-105.786687
40	0.267381	750	-1.777435	-107.564122
41	0.256195	750	-1.728575	-109.292696
42	0.245294	750	-1.720597	-111.013293
43	0.234677	750	-1.725037	-112.738330
44	0.224340	750	-1.651293	-114.389622
45	0.214281	750	-1.603927	-115.993550
46	0.204498	750	-1.561393	-117.554943
47	0.194988	750	-1.617850	-119.172793
48	0.185749	750	-1.517967	-120.690760
49	0.176777	750	-1.463171	-122.153931
50	0.168070	750	-1.548215	-123.702146
51	0.159626	750	-1.477679	-125.179825
52	0.151441	750	-1.364568	-126.544393
53	0.143514	750	-1.498542	-128.042935
54	0.135841	750	-1.449986	-129.492920
55	0.128420	750	-1.341114	-130.834034
56	0.121247	750	-1.315561	-132.149596
57	0.114320	750	-1.333763	-133.483358
58	0.107637	750	-1.297385	-134.780744
59	0.101193	750	-1.181160	-135.961904
60	0.094986	750	-1.213896	-137.175800
61	0.089014	750	-1.142514	-138.318314
62	0.083273	750	-1.138831	-139.457144
63	0.077760	750	-1.066948	-140.524092
64	0.072472	750	-1.110829	-141.634921
65	0.067406	750	-1.014505	-142.649426
66	0.062558	750	-0.975413	-143.624839
67	0.057926	750	-0.976438	-144.601277
68	0.053506	750	-0.931348	-145.532625
69	0.049295	750	-0.899739	-146.432363
70	0.045289	750	-0.894124	-147.326487
71	0.041485	750	-0.798922	-148.125409
72	0.037880	750	-0.776698	-148.902107
73	0.034469	750	-0.787799	-149.689906
74	0.031250	750	-0.709917	-150.399824
75	0.028218	750	-0.680723	-151.080547
76	0.025370	750	-0.658514	-151.739060
77	0.022702	750	-0.627501	-152.366561
78	0.020209	750	-0.605697	-152.972258
79	0.017889	750	-0.552346	-153.524604
80	0.015736	750	-0.542007	-154.066611
81	0.013746	750	-0.518672	-154.585284
82	0.011916	750	-0.500408	-155.085691
83	0.010240	750	-0.434839	-155.520530
84	0.008714	750	-0.397858	-155.918388
85	0.007334	750	-0.401589	-156.319977
86	0.006093	750	-0.347259	-156.667236
87	0.004988	750	-0.324478	-156.991713
88	0.004013	750	-0.289817	-157.281530
89	0.003162	750	-0.237447	-157.518977
90	0.002430	750	-0.210229	-157.729206
91	0.001810	750	-0.199233	-157.928439
92	0.001296	750	-0.159494	-158.087933
93	0.000882	750	-0.129601	-158.217534
94	0.000559	750	-0.105464	-158.322997
95	0.000320	750	-0.079338	-158.402335
96	0.000156	750	-0.050107	-158.452443
97	0.000057	750	-0.035339	-158.487781
98	0.000010	750	-0.014546	-158.502327
99	0.000000	750	-0.003247	-158.505575
Log marginal likelihood:	-158.505575
0	0.975187	750	-3.351406	-3.351406
1	0.950747	750	-3.387908	-6.739313
2	0.926679	750	-3.347689	-10.087002
3	0.902980	750	-3.293848	-13.380850
4	0.879648	750	-3.286180	-16.667030
5	0.856682	750	-3.209656	-19.876686
6	0.834079	750	-3.141265	-23.017951
7	0.811838	750	-3.083657	-26.101609
8	0.789957	750	-3.114132	-29.215741
9	0.768433	750	-3.072326	-32.288067
10	0.747266	750	-2.965779	-35.253846
11	0.726452	750	-2.861764	-38.115610
12	0.705989	750	-2.937602	-41.053212
13	0.685877	750	-2.805816	-43.859028
14	0.666112	750	-2.808335	-46.667363
15	0.646693	750	-2.717623	-49.384985
16	0.627618	750	-2.741853	-52.126839
17	0.608884	750	-2.670011	-54.796850
18	0.590490	750	-2.665964	-57.462814
19	0.572433	750	-2.520064	-59.982878
20	0.554712	750	-2.541996	-62.524874
21	0.537324	750	-2.500180	-65.025054
22	0.520268	750	-2.433944	-67.458997
23	0.503540	750	-2.388594	-69.847591
24	0.487139	750	-2.360183	-72.207774
25	0.471063	750	-2.348866	-74.556640
26	0.455310	750	-2.323662	-76.880302
27	0.439877	750	-2.258860	-79.139162
28	0.424762	750	-2.167998	-81.307160
29	0.409963	750	-2.216791	-83.523952
30	0.395478	750	-2.115553	-85.639505
31	0.381305	750	-2.068686	-87.708190
32	0.367440	750	-2.023190	-89.731381
33	0.353883	750	-1.996106	-91.727486
34	0.340630	750	-1.953746	-93.681232
35	0.327680	750	-1.963503	-95.644735
36	0.315030	750	-1.891530	-97.536265
37	0.302677	750	-1.836097	-99.372362
38	0.290619	750	-1.853611	-101.225973
39	0.278855	750	-1.775690	-103.001664
40	0.267381	750	-1.703892	-104.705555
41	0.256195	750	-1.701628	-106.407183
42	0.245294	750	-1.655861	-108.063044
43	0.234677	750	-1.644968	-109.708012
44	0.224340	750	-1.547065	-111.255077
45	0.214281	750	-1.608960	-112.864037
46	0.204498	750	-1.509009	-114.373046
47	0.194988	750	-1.484754	-115.857800
48	0.185749	750	-1.489750	-117.347550
49	0.176777	750	-1.564285	-118.911836
50	0.168070	750	-1.403445	-120.315281
51	0.159626	750	-1.398635	-121.713915
52	0.151441	750	-1.394628	-123.108543
53	0.143514	750	-1.329596	-124.438139
54	0.135841	750	-1.300655	-125.738794
55	0.128420	750	-1.323493	-127.062287
56	0.121247	750	-1.267925	-128.330212
57	0.114320	750	-1.275448	-129.605660
58	0.107637	750	-1.235665	-130.841325
59	0.101193	750	-1.221175	-132.062500
60	0.094986	750	-1.223481	-133.285981
61	0.089014	750	-1.149941	-134.435921
62	0.083273	750	-1.155752	-135.591674
63	0.077760	750	-1.034792	-136.626465
64	0.072472	750	-1.046677	-137.673142
65	0.067406	750	-1.030805	-138.703947
66	0.062558	750	-1.014408	-139.718355
67	0.057926	750	-0.950593	-140.668948
68	0.053506	750	-0.921557	-141.590505
69	0.049295	750	-0.880473	-142.470978
70	0.045289	750	-0.835495	-143.306473
71	0.041485	750	-0.814319	-144.120792
72	0.037880	750	-0.787833	-144.908626
73	0.034469	750	-0.731789	-145.640415
74	0.031250	750	-0.727415	-146.367830
75	0.028218	750	-0.701372	-147.069202
76	0.025370	750	-0.638865	-147.708067
77	0.022702	750	-0.618922	-148.326989
78	0.020209	750	-0.607394	-148.934384
79	0.017889	750	-0.562108	-149.496492
80	0.015736	750	-0.539404	-150.035895
81	0.013746	750	-0.514592	-150.550487
82	0.011916	750	-0.488211	-151.038698
83	0.010240	750	-0.436279	-151.474977
84	0.008714	750	-0.419302	-151.894279
85	0.007334	750	-0.366800	-152.261078
86	0.006093	750	-0.336431	-152.597509
87	0.004988	750	-0.314930	-152.912439
88	0.004013	750	-0.294890	-153.207329
89	0.003162	750	-0.254913	-153.462242
90	0.002430	750	-0.213313	-153.675555
91	0.001810	750	-0.192884	-153.868439
92	0.001296	750	-0.152003	-154.020443
93	0.000882	750	-0.127231	-154.147674
94	0.000559	750	-0.112445	-154.260119
95	0.000320	750	-0.082421	-154.342541
96	0.000156	750	-0.049059	-154.391600
97	0.000057	750	-0.038622	-154.430222
98	0.000010	750	-0.014454	-154.444675
99	0.000000	750	-0.003084	-154.447759
Log marginal likelihood:	-154.447759
0	0.975187	750	-3.403833	-3.403833
1	0.950747	750	-3.294200	-6.698033
2	0.926679	750	-3.228015	-9.926049
3	0.902980	750	-3.205686	-13.131735
4	0.879648	750	-3.166405	-16.298140
5	0.856682	750	-3.120108	-19.418248
6	0.834079	750	-3.062000	-22.480248
7	0.811838	750	-3.060280	-25.540528
8	0.789957	750	-2.997713	-28.538241
9	0.768433	750	-2.997132	-31.535373
10	0.747266	750	-2.955856	-34.491229
11	0.726452	750	-2.991542	-37.482771
12	0.705989	750	-2.916557	-40.399329
13	0.685877	750	-2.798172	-43.197501
14	0.666112	750	-2.677373	-45.874874
15	0.646693	750	-2.692689	-48.567562
16	0.627618	750	-2.683326	-51.250888
17	0.608884	750	-2.694879	-53.945767
18	0.590490	750	-2.580626	-56.526393
19	0.572433	750	-2.578698	-59.105091
20	0.554712	750	-2.503265	-61.608356
21	0.537324	750	-2.511408	-64.119764
22	0.520268	750	-2.385953	-66.505717
23	0.503540	750	-2.368221	-68.873939
24	0.487139	750	-2.363309	-71.237248
25	0.471063	750	-2.301762	-73.539009
26	0.455310	750	-2.286551	-75.825560
27	0.439877	750	-2.183191	-78.008751
28	0.424762	750	-2.230042	-80.238793
29	0.409963	750	-2.193497	-82.432290
30	0.395478	750	-2.124770	-84.557061
31	0.381305	750	-2.093326	-86.650387
32	0.367440	750	-2.057525	-88.707911
33	0.353883	750	-2.021477	-90.729388
34	0.340630	750	-2.023738	-92.753126
35	0.327680	750	-1.980969	-94.734095
36	0.315030	750	-1.983006	-96.717100
37	0.302677	750	-1.837718	-98.554818
38	0.290619	750	-1.845806	-100.400624
39	0.278855	750	-1.806648	-102.207272
40	0.267381	750	-1.729599	-103.936871
41	0.256195	750	-1.748828	-105.685699
42	0.245294	750	-1.685696	-107.371395
43	0.234677	750	-1.699253	-109.070647
44	0.224340	750	-1.637261	-110.707908
45	0.214281	750	-1.619374	-112.327282
46	0.204498	750	-1.630168	-113.957450
47	0.194988	750	-1.540473	-115.497923
48	0.185749	750	-1.438096	-116.936019
49	0.176777	750	-1.523447	-118.459466
50	0.168070	750	-1.469753	-119.929219
51	0.159626	750	-1.482016	-121.411235
52	0.151441	750	-1.486094	-122.897329
53	0.143514	750	-1.399936	-124.297264
54	0.135841	750	-1.372900	-125.670164
55	0.128420	750	-1.239009	-126.909173
56	0.121247	750	-1.336749	-128.245922
57	0.114320	750	-1.284268	-129.530190
58	0.107637	750	-1.263717	-130.793907
59	0.101193	750	-1.226061	-132.019968
60	0.094986	750	-1.098360	-133.118328
61	0.089014	750	-1.177261	-134.295588
62	0.083273	750	-1.160058	-135.455646
63	0.077760	750	-1.048581	-136.504227
64	0.072472	750	-1.095787	-137.600014
65	0.067406	750	-1.031352	-138.631366
66	0.062558	750	-0.983068	-139.614434
67	0.057926	750	-0.921647	-140.536081
68	0.053506	750	-0.919813	-141.455894
69	0.049295	750	-0.880481	-142.336375
70	0.045289	750	-0.843900	-143.180275
71	0.041485	750	-0.789719	-143.969994
72	0.037880	750	-0.800943	-144.770937
73	0.034469	750	-0.729862	-145.500798
74	0.031250	750	-0.713964	-146.214763
75	0.028218	750	-0.689319	-146.904082
76	0.025370	750	-0.680495	-147.584577
77	0.022702	750	-0.614451	-148.199028
78	0.020209	750	-0.594502	-148.793530
79	0.017889	750	-0.553130	-149.346659
80	0.015736	750	-0.541603	-149.888263
81	0.013746	750	-0.497536	-150.385798
82	0.011916	750	-0.484527	-150.870326
83	0.010240	750	-0.420293	-151.290618
84	0.008714	750	-0.386009	-151.676628
85	0.007334	750	-0.380329	-152.056957
86	0.006093	750	-0.329302	-152.386259
87	0.004988	750	-0.308355	-152.694614
88	0.004013	750	-0.290328	-152.984942
89	0.003162	750	-0.256574	-153.241516
90	0.002430	750	-0.222408	-153.463924
91	0.001810	750	-0.198334	-153.662258
92	0.001296	750	-0.150185	-153.812444
93	0.000882	750	-0.134995	-153.947439
94	0.000559	750	-0.102174	-154.049613
95	0.000320	750	-0.081000	-154.130613
96	0.000156	750	-0.054186	-154.184798
97	0.000057	750	-0.031793	-154.216591
98	0.000010	750	-0.015483	-154.232074
99	0.000000	750	-0.003037	-154.235112
Log marginal likelihood:	-154.235112
0	0.975187	750	-2.792815	-2.792815
1	0.950747	750	-2.790267	-5.583082
2	0.926679	750	-2.740081	-8.323162
3	0.902980	750	-2.887603	-11.210765
4	0.879648	750	-2.643921	-13.854687
5	0.856682	750	-2.648200	-16.502887
6	0.834079	750	-2.547730	-19.050617
7	0.811838	750	-2.609109	-21.659726
8	0.789957	750	-2.623073	-24.282798
9	0.768433	750	-2.483139	-26.765937
10	0.747266	750	-2.473589	-29.239526
11	0.726452	750	-2.419632	-31.659158
12	0.705989	750	-2.428910	-34.088068
13	0.685877	750	-2.311217	-36.399285
14	0.666112	750	-2.300234	-38.699519
15	0.646693	750	-2.319808	-41.019327
16	0.627618	750	-2.285685	-43.305012
17	0.608884	750	-2.238955	-45.543967
18	0.590490	750	-2.209377	-47.753345
19	0.572433	750	-2.224486	-49.977831
20	0.554712	750	-2.078920	-52.056751
21	0.537324	750	-2.102162	-54.158913
22	0.520268	750	-2.074334	-56.233247
23	0.503540	750	-2.020899	-58.254147
24	0.487139	750	-2.072444	-60.326591
25	0.471063	750	-1.994486	-62.321076
26	0.455310	750	-1.931917	-64.252994
27	0.439877	750	-1.939837	-66.192831
28	0.424762	750	-1.948675	-68.141506
29	0.409963	750	-1.939049	-70.080555
30	0.395478	750	-1.864656	-71.945211
31	0.381305	750	-1.793058	-73.738269
32	0.367440	750	-1.847038	-75.585306
33	0.353883	750	-1.756769	-77.342075
34	0.340630	750	-1.727134	-79.069209
35	0.327680	750	-1.748751	-80.817959
36	0.315030	750	-1.704009	-82.521969
37	0.302677	750	-1.720914	-84.242883
38	0.290619	750	-1.683931	-85.926813
39	0.278855	750	-1.591305	-87.518119
40	0.267381	750	-1.528987	-89.047106
41	0.256195	750	-1.545011	-90.592117
42	0.245294	750	-1.471897	-92.064014
43	0.234677	750	-1.476785	-93.540800
44	0.224340	750	-1.440580	-94.981380
45	0.214281	750	-1.417243	-96.398623
46	0.204498	750	-1.389557	-97.788180
47	0.194988	750	-1.360919	-99.149099
48	0.185749	750	-1.265274	-100.414373
49	0.176777	750	-1.319284	-101.733657
50	0.168070	750	-1.275679	-103.009336
51	0.159626	750	-1.237823	-104.247159
