Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               1000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
8	0.789957	750	-5.261712	-50.612253
9	0.768433	750	-5.217882	-55.830135
10	0.747266	750	-5.084713	-60.914848
11	0.726452	750	-5.023518	-65.938366
12	0.705989	750	-4.990041	-70.928407
13	0.685877	750	-4.828968	-75.757375
14	0.666112	750	-4.750827	-80.508202
15	0.646693	750	-4.686228	-85.194430
16	0.627618	750	-4.655357	-89.849788
17	0.608884	750	-4.563350	-94.413138
18	0.590490	750	-4.467065	-98.880203
19	0.572433	750	-4.377838	-103.258041
20	0.554712	750	-4.313716	-107.571757
21	0.537324	750	-4.239135	-111.810892
22	0.520268	750	-4.104035	-115.914927
23	0.503540	750	-4.072873	-119.987801
24	0.487139	750	-3.979053	-123.966854
25	0.471063	750	-3.934884	-127.901737
26	0.455310	750	-3.865846	-131.767583
27	0.439877	750	-3.781996	-135.549579
28	0.424762	750	-3.745162	-139.294742
29	0.409963	750	-3.629287	-142.924028
30	0.395478	750	-3.621211	-146.545240
31	0.381305	750	-3.500909	-150.046148
32	0.367440	750	-3.422792	-153.468940
33	0.353883	750	-3.348143	-156.817083
34	0.340630	750	-3.280691	-160.097774
35	0.327680	750	-3.235167	-163.332941
36	0.315030	750	-3.147299	-166.480240
37	0.302677	750	-3.102058	-169.582298
38	0.290619	750	-3.048730	-172.631028
39	0.278855	750	-3.023178	-175.654206
40	0.267381	750	-2.898045	-178.552250
41	0.256195	750	-3.081787	-181.634037
42	0.245294	750	-2.758580	-184.392617
43	0.234677	750	-2.673652	-187.066268
44	0.224340	750	-2.772893	-189.839162
45	0.214281	750	-2.626002	-192.465163
46	0.204498	750	-2.707813	-195.172976
47	0.194988	750	-2.493650	-197.666625
48	0.185749	750	-2.604436	-200.271062
49	0.176777	750	-2.375317	-202.646379
50	0.168070	750	-2.376759	-205.023138
51	0.159626	750	-2.242800	-207.265938
52	0.151441	750	-2.320577	-209.586514
53	0.143514	750	-2.147006	-211.733521
54	0.135841	750	-2.174926	-213.908446
55	0.128420	750	-2.142782	-216.051229
56	0.121247	750	-2.080304	-218.131533
57	0.114320	750	-2.007750	-220.139283
58	0.107637	750	-1.924747	-222.064031
59	0.101193	750	-1.896282	-223.960312
60	0.094986	750	-1.827722	-225.788034
61	0.089014	750	-1.751774	-227.539809
62	0.083273	750	-1.681715	-229.221524
63	0.077760	750	-1.670334	-230.891857
64	0.072472	750	-1.570762	-232.462619
65	0.067406	750	-1.462326	-233.924945
66	0.062558	750	-1.474470	-235.399416
67	0.057926	750	-1.423725	-236.823141
68	0.053506	750	-1.353953	-238.177094
69	0.049295	750	-1.302712	-239.479806
70	0.045289	750	-1.250202	-240.730009
71	0.041485	750	-1.178406	-241.908414
72	0.037880	750	-1.106577	-243.014992
73	0.034469	750	-1.079838	-244.094829
74	0.031250	750	-1.010259	-245.105088
75	0.028218	750	-0.951524	-246.056612
76	0.025370	750	-0.905330	-246.961942
77	0.022702	750	-0.875057	-247.836999
78	0.020209	750	-0.829361	-248.666360
79	0.017889	750	-0.802319	-249.468679
80	0.015736	750	-0.739042	-250.207721
81	0.013746	750	-0.691027	-250.898748
82	0.011916	750	-0.630868	-251.529615
83	0.010240	750	-0.581180	-252.110795
84	0.008714	750	-0.541948	-252.652744
85	0.007334	750	-0.504080	-253.156823
86	0.006093	750	-0.441064	-253.597888
87	0.004988	750	-0.417773	-254.015660
88	0.004013	750	-0.384790	-254.400451
89	0.003162	750	-0.325841	-254.726292
90	0.002430	750	-0.281687	-255.007978
91	0.001810	750	-0.228670	-255.236648
92	0.001296	750	-0.207518	-255.444167
93	0.000882	750	-0.164087	-255.608254
94	0.000559	750	-0.138604	-255.746858
95	0.000320	750	-0.111389	-255.858247
96	0.000156	750	-0.068153	-255.926400
97	0.000057	750	-0.042117	-255.968518
98	0.000010	750	-0.019862	-255.988380
99	0.000000	750	-0.004317	-255.992696
Log marginal likelihood:	-255.992696
0	0.975187	750	-6.083467	-6.083467
1	0.950747	750	-5.969682	-12.053149
2	0.926679	750	-5.839107	-17.892256
3	0.902980	750	-5.821220	-23.713477
4	0.879648	750	-5.747757	-29.461233
5	0.856682	750	-5.616290	-35.077524
6	0.834079	750	-5.557978	-40.635502
7	0.811838	750	-5.443748	-46.079250
8	0.789957	750	-5.358426	-51.437675
9	0.768433	750	-5.318260	-56.755935
10	0.747266	750	-5.135914	-61.891848
11	0.726452	750	-5.196953	-67.088801
12	0.705989	750	-5.093438	-72.182240
13	0.685877	750	-4.950919	-77.133159
14	0.666112	750	-4.850167	-81.983326
15	0.646693	750	-4.768260	-86.751586
16	0.627618	750	-4.680165	-91.431751
17	0.608884	750	-4.674775	-96.106526
18	0.590490	750	-4.627045	-100.733570
19	0.572433	750	-4.480076	-105.213646
20	0.554712	750	-4.435627	-109.649273
21	0.537324	750	-4.286429	-113.935703
22	0.520268	750	-4.261692	-118.197394
23	0.503540	750	-4.138775	-122.336169
24	0.487139	750	-4.093745	-126.429914
25	0.471063	750	-4.055289	-130.485204
26	0.455310	750	-3.999542	-134.484745
27	0.439877	750	-3.854212	-138.338957
28	0.424762	750	-3.745143	-142.084100
29	0.409963	750	-3.739241	-145.823341
30	0.395478	750	-3.668630	-149.491971
31	0.381305	750	-3.562622	-153.054594
32	0.367440	750	-3.575054	-156.629648
33	0.353883	750	-3.479601	-160.109248
34	0.340630	750	-3.460398	-163.569646
35	0.327680	750	-3.370116	-166.939762
36	0.315030	750	-3.272286	-170.212048
37	0.302677	750	-3.169750	-173.381798
38	0.290619	750	-3.122140	-176.503938
39	0.278855	750	-3.207938	-179.711876
40	0.267381	750	-2.985789	-182.697665
41	0.256195	750	-2.957754	-185.655419
42	0.245294	750	-2.848634	-188.504053
43	0.234677	750	-2.941509	-191.445562
44	0.224340	750	-2.708876	-194.154438
45	0.214281	750	-2.719155	-196.873594
46	0.204498	750	-2.735582	-199.609175
47	0.194988	750	-2.637325	-202.246500
48	0.185749	750	-2.578281	-204.824781
49	0.176777	750	-2.599203	-207.423984
50	0.168070	750	-2.511701	-209.935685
51	0.159626	750	-2.271050	-212.206735
52	0.151441	750	-2.423491	-214.630226
53	0.143514	750	-2.200572	-216.830798
54	0.135841	750	-2.269510	-219.100308
55	0.128420	750	-2.202559	-221.302867
56	0.121247	750	-2.112236	-223.415103
57	0.114320	750	-2.003297	-225.418399
58	0.107637	750	-1.966959	-227.385358
59	0.101193	750	-1.907894	-229.293252
60	0.094986	750	-1.840849	-231.134102
61	0.089014	750	-1.808395	-232.942496
62	0.083273	750	-1.730393	-234.672889
63	0.077760	750	-1.675450	-236.348339
64	0.072472	750	-1.606099	-237.954439
65	0.067406	750	-1.542370	-239.496809
66	0.062558	750	-1.432326	-240.929135
67	0.057926	750	-1.422000	-242.351135
68	0.053506	750	-1.367043	-243.718178
69	0.049295	750	-1.316143	-245.034321
70	0.045289	750	-1.285657	-246.319978
71	0.041485	750	-1.196141	-247.516119
72	0.037880	750	-1.161376	-248.677495
73	0.034469	750	-1.089685	-249.767181
74	0.031250	750	-1.034073	-250.801253
75	0.028218	750	-0.989079	-251.790332
76	0.025370	750	-0.920019	-252.710352
77	0.022702	750	-0.907607	-253.617959
78	0.020209	750	-0.821672	-254.439631
79	0.017889	750	-0.800989	-255.240621
80	0.015736	750	-0.739603	-255.980224
81	0.013746	750	-0.715623	-256.695847
82	0.011916	750	-0.686058	-257.381905
83	0.010240	750	-0.599478	-257.981383
84	0.008714	750	-0.570799	-258.552182
85	0.007334	750	-0.532939	-259.085121
86	0.006093	750	-0.444621	-259.529743
87	0.004988	750	-0.429261	-259.959004
88	0.004013	750	-0.386861	-260.345865
89	0.003162	750	-0.319124	-260.664989
90	0.002430	750	-0.294848	-260.959837
91	0.001810	750	-0.254644	-261.214481
92	0.001296	750	-0.206776	-261.421258
93	0.000882	750	-0.170116	-261.591374
94	0.000559	750	-0.126834	-261.718208
95	0.000320	750	-0.105935	-261.824144
96	0.000156	750	-0.063410	-261.887553
97	0.000057	750	-0.042796	-261.930349
98	0.000010	750	-0.021228	-261.951577
99	0.000000	750	-0.004018	-261.955595
Log marginal likelihood:	-261.955595
0	0.975187	750	-6.403472	-6.403472
1	0.950747	750	-6.331456	-12.734928
2	0.926679	750	-6.202969	-18.937897
3	0.902980	750	-6.122954	-25.060852
4	0.879648	750	-6.002894	-31.063746
5	0.856682	750	-5.926292	-36.990038
6	0.834079	750	-5.842123	-42.832161
7	0.811838	750	-5.771955	-48.604116
8	0.789957	750	-5.661363	-54.265479
9	0.768433	750	-5.576051	-59.841530
10	0.747266	750	-5.468939	-65.310469
11	0.726452	750	-5.412656	-70.723125
12	0.705989	750	-5.313055	-76.036180
13	0.685877	750	-5.227856	-81.264035
14	0.666112	750	-5.156921	-86.420956
15	0.646693	750	-5.023352	-91.444309
16	0.627618	750	-4.936267	-96.380575
17	0.608884	750	-4.873534	-101.254109
18	0.590490	750	-4.761393	-106.015502
19	0.572433	750	-4.691557	-110.707059
20	0.554712	750	-4.610687	-115.317746
21	0.537324	750	-4.520259	-119.838005
22	0.520268	750	-4.418062	-124.256067
23	0.503540	750	-4.402419	-128.658486
24	0.487139	750	-4.318540	-132.977025
25	0.471063	750	-4.218941	-137.195967
26	0.455310	750	-4.116846	-141.312812
27	0.439877	750	-4.030329	-145.343141
28	0.424762	750	-3.954027	-149.297169
29	0.409963	750	-3.887760	-153.184928
30	0.395478	750	-3.803679	-156.988607
31	0.381305	750	-3.718275	-160.706882
32	0.367440	750	-3.622720	-164.329602
33	0.353883	750	-3.578686	-167.908288
34	0.340630	750	-3.508841	-171.417130
35	0.327680	750	-3.480945	-174.898074
36	0.315030	750	-3.316979	-178.215053
37	0.302677	750	-3.260699	-181.475752
38	0.290619	750	-3.257314	-184.733066
39	0.278855	750	-3.235531	-187.968598
40	0.267381	750	-3.076920	-191.045518
41	0.256195	750	-3.000731	-194.046249
42	0.245294	750	-3.058507	-197.104756
43	0.234677	750	-2.885237	-199.989993
44	0.224340	750	-2.752340	-202.742333
45	0.214281	750	-2.877517	-205.619851
46	0.204498	750	-2.881390	-208.501241
47	0.194988	750	-2.745469	-211.246710
48	0.185749	750	-2.761893	-214.008603
49	0.176777	750	-2.607374	-216.615976
50	0.168070	750	-2.539213	-219.155189
51	0.159626	750	-2.470561	-221.625750
52	0.151441	750	-2.382980	-224.008730
53	0.143514	750	-2.337187	-226.345917
54	0.135841	750	-2.266837	-228.612754
55	0.128420	750	-2.220386	-230.833139
56	0.121247	750	-2.154841	-232.987980
57	0.114320	750	-2.090605	-235.078585
58	0.107637	750	-2.033196	-237.111781
59	0.101193	750	-1.952427	-239.064208
60	0.094986	750	-1.868496	-240.932704
61	0.089014	750	-1.828469	-242.761173
62	0.083273	750	-1.740946	-244.502119
63	0.077760	750	-1.689925	-246.192044
64	0.072472	750	-1.627651	-247.819694
65	0.067406	750	-1.573131	-249.392825
66	0.062558	750	-1.500513	-250.893338
67	0.057926	750	-1.449378	-252.342716
68	0.053506	750	-1.376074	-253.718790
69	0.049295	750	-1.348315	-255.067106
70	0.045289	750	-1.267465	-256.334570
71	0.041485	750	-1.230194	-257.564764
72	0.037880	750	-1.149445	-258.714208
73	0.034469	750	-1.097537	-259.811745
74	0.031250	750	-1.033651	-260.845396
75	0.028218	750	-1.002673	-261.848069
76	0.025370	750	-0.953877	-262.801945
77	0.022702	750	-0.894710	-263.696655
78	0.020209	750	-0.866274	-264.562929
79	0.017889	750	-0.797654	-265.360584
80	0.015736	750	-0.759886	-266.120470
81	0.013746	750	-0.732320	-266.852790
82	0.011916	750	-0.649410	-267.502200
83	0.010240	750	-0.611661	-268.113861
84	0.008714	750	-0.569805	-268.683666
85	0.007334	750	-0.498293	-269.181959
86	0.006093	750	-0.464100	-269.646059
87	0.004988	750	-0.424857	-270.070915
88	0.004013	750	-0.378039	-270.448954
89	0.003162	750	-0.328213	-270.777167
90	0.002430	750	-0.298113	-271.075280
91	0.001810	750	-0.243276	-271.318556
92	0.001296	750	-0.210907	-271.529464
93	0.000882	750	-0.165013	-271.694477
94	0.000559	750	-0.134003	-271.828480
95	0.000320	750	-0.097415	-271.925894
96	0.000156	750	-0.073168	-271.999062
97	0.000057	750	-0.038662	-272.037724
98	0.000010	750	-0.019878	-272.057602
99	0.000000	750	-0.004305	-272.061907
Log marginal likelihood:	-272.061907
0	0.975187	750	-6.113831	-6.113831
1	0.950747	750	-6.030198	-12.144029
2	0.926679	750	-5.930767	-18.074796
3	0.902980	750	-5.825327	-23.900123
4	0.879648	750	-5.743208	-29.643332
5	0.856682	750	-5.602209	-35.245541
6	0.834079	750	-5.566070	-40.811610
7	0.811838	750	-5.459619	-46.271229
8	0.789957	750	-5.451001	-51.722229
9	0.768433	750	-5.276494	-56.998723
10	0.747266	750	-5.193528	-62.192252
11	0.726452	750	-5.111061	-67.303313
12	0.705989	750	-5.028336	-72.331649
13	0.685877	750	-4.936169	-77.267818
14	0.666112	750	-4.949582	-82.217400
15	0.646693	750	-4.822143	-87.039543
16	0.627618	750	-4.721213	-91.760756
17	0.608884	750	-4.636988	-96.397744
18	0.590490	750	-4.558323	-100.956066
19	0.572433	750	-4.471310	-105.427376
20	0.554712	750	-4.392781	-109.820156
21	0.537324	750	-4.344603	-114.164759
22	0.520268	750	-4.255148	-118.419907
23	0.503540	750	-4.142231	-122.562139
24	0.487139	750	-4.049575	-126.611714
25	0.471063	750	-3.990835	-130.602549
26	0.455310	750	-3.950593	-134.553142
27	0.439877	750	-3.853231	-138.406373
28	0.424762	750	-3.817566	-142.223939
29	0.409963	750	-3.713896	-145.937835
30	0.395478	750	-3.643236	-149.581071
31	0.381305	750	-3.564101	-153.145172
32	0.367440	750	-3.486382	-156.631554
33	0.353883	750	-3.411126	-160.042679
34	0.340630	750	-3.332646	-163.375325
35	0.327680	750	-3.271201	-166.646527
36	0.315030	750	-3.205775	-169.852302
37	0.302677	750	-3.132125	-172.984427
38	0.290619	750	-3.065093	-176.049520
39	0.278855	750	-2.992468	-179.041988
40	0.267381	750	-2.934272	-181.976260
41	0.256195	750	-2.850177	-184.826437
42	0.245294	750	-2.835612	-187.662049
43	0.234677	750	-2.716576	-190.378625
44	0.224340	750	-2.730758	-193.109384
45	0.214281	750	-2.651980	-195.761363
46	0.204498	750	-2.616634	-198.377997
47	0.194988	750	-2.530237	-200.908234
48	0.185749	750	-2.505259	-203.413493
49	0.176777	750	-2.533378	-205.946871
50	0.168070	750	-2.314574	-208.261445
51	0.159626	750	-2.382135	-210.643580
52	0.151441	750	-2.297412	-212.940992
53	0.143514	750	-2.191875	-215.132867
54	0.135841	750	-2.142881	-217.275747
55	0.128420	750	-2.122983	-219.398730
56	0.121247	750	-2.116573	-221.515303
57	0.114320	750	-2.038076	-223.553378
58	0.107637	750	-1.958979	-225.512358
59	0.101193	750	-1.909565	-227.421923
60	0.094986	750	-1.862960	-229.284883
61	0.089014	750	-1.780594	-231.065477
62	0.083273	750	-1.699116	-232.764594
63	0.077760	750	-1.691295	-234.455888
64	0.072472	750	-1.566155	-236.022043
65	0.067406	750	-1.511603	-237.533646
66	0.062558	750	-1.498003	-239.031649
67	0.057926	750	-1.416535	-240.448184
68	0.053506	750	-1.357342	-241.805526
69	0.049295	750	-1.316617	-243.122143
70	0.045289	750	-1.289258	-244.411400
71	0.041485	750	-1.193513	-245.604913
72	0.037880	750	-1.145784	-246.750698
73	0.034469	750	-1.124471	-247.875169
74	0.031250	750	-1.021277	-248.896445
75	0.028218	750	-0.996046	-249.892491
76	0.025370	750	-0.948723	-250.841214
77	0.022702	750	-0.870963	-251.712177
78	0.020209	750	-0.810661	-252.522838
79	0.017889	750	-0.764690	-253.287529
80	0.015736	750	-0.725459	-254.012988
81	0.013746	750	-0.693828	-254.706816
82	0.011916	750	-0.633346	-255.340161
83	0.010240	750	-0.597295	-255.937456
84	0.008714	750	-0.535768	-256.473224
85	0.007334	750	-0.507479	-256.980703
86	0.006093	750	-0.453941	-257.434644
87	0.004988	750	-0.409777	-257.844421
88	0.004013	750	-0.372569	-258.216990
89	0.003162	750	-0.323454	-258.540444
90	0.002430	750	-0.285873	-258.826318
91	0.001810	750	-0.241445	-259.067763
92	0.001296	750	-0.211386	-259.279149
93	0.000882	750	-0.165101	-259.444250
94	0.000559	750	-0.134657	-259.578906
95	0.000320	750	-0.096369	-259.675275
96	0.000156	750	-0.067343	-259.742618
97	0.000057	750	-0.042174	-259.784792
98	0.000010	750	-0.020088	-259.804880
99	0.000000	750	-0.004269	-259.809149
Log marginal likelihood:	-259.809149
0	0.975187	750	-6.041899	-6.041899
1	0.950747	750	-5.870121	-11.912020
2	0.926679	750	-5.875304	-17.787325
3	0.902980	750	-5.772183	-23.559508
4	0.879648	750	-5.696686	-29.256194
5	0.856682	750	-5.598472	-34.854666
6	0.834079	750	-5.520870	-40.375536
7	0.811838	750	-5.415024	-45.790560
8	0.789957	750	-5.345473	-51.136032
9	0.768433	750	-5.239067	-56.375099
10	0.747266	750	-5.179074	-61.554173
11	0.726452	750	-5.070633	-66.624806
12	0.705989	750	-5.015385	-71.640191
13	0.685877	750	-4.932745	-76.572937
14	0.666112	750	-4.805720	-81.378656
15	0.646693	750	-4.739824	-86.118480
16	0.627618	750	-4.638140	-90.756620
17	0.608884	750	-4.514994	-95.271614
18	0.590490	750	-4.432587	-99.704201
19	0.572433	750	-4.432864	-104.137066
20	0.554712	750	-4.364723	-108.501789
21	0.537324	750	-4.272914	-112.774703
22	0.520268	750	-4.165136	-116.939839
23	0.503540	750	-4.111915	-121.051754
24	0.487139	750	-4.067257	-125.119010
25	0.471063	750	-3.952348	-129.071358
26	0.455310	750	-3.931138	-133.002496
27	0.439877	750	-3.825657	-136.828153
28	0.424762	750	-3.744603	-140.572756
29	0.409963	750	-3.664271	-144.237027
30	0.395478	750	-3.575303	-147.812329
31	0.381305	750	-3.540699	-151.353029
32	0.367440	750	-3.461613	-154.814642
33	0.353883	750	-3.410319	-158.224961
34	0.340630	750	-3.305527	-161.530488
35	0.327680	750	-3.315843	-164.846331
36	0.315030	750	-3.164021	-168.010352
37	0.302677	750	-3.099061	-171.109413
38	0.290619	750	-3.101404	-174.210817
39	0.278855	750	-3.087462	-177.298279
40	0.267381	750	-2.890117	-180.188396
41	0.256195	750	-3.016937	-183.205333
42	0.245294	750	-2.786112	-185.991445
43	0.234677	750	-2.844570	-188.836015
44	0.224340	750	-2.861998	-191.698013
45	0.214281	750	-2.600024	-194.298037
46	0.204498	750	-2.674155	-196.972192
47	0.194988	750	-2.677543	-199.649736
48	0.185749	750	-2.589881	-202.239616
49	0.176777	750	-2.586026	-204.825642
50	0.168070	750	-2.472464	-207.298106
51	0.159626	750	-2.289932	-209.588038
52	0.151441	750	-2.303116	-211.891154
53	0.143514	750	-2.284812	-214.175966
54	0.135841	750	-2.169239	-216.345205
55	0.128420	750	-2.144259	-218.489464
56	0.121247	750	-2.095012	-220.584476
57	0.114320	750	-1.991200	-222.575675
58	0.107637	750	-1.967281	-224.542956
59	0.101193	750	-1.857878	-226.400834
60	0.094986	750	-1.838699	-228.239534
61	0.089014	750	-1.751790	-229.991323
62	0.083273	750	-1.714419	-231.705742
63	0.077760	750	-1.646774	-233.352516
64	0.072472	750	-1.572767	-234.925283
65	0.067406	750	-1.521719	-236.447003
66	0.062558	750	-1.444969	-237.891972
67	0.057926	750	-1.385535	-239.277506
68	0.053506	750	-1.354161	-240.631667
69	0.049295	750	-1.265832	-241.897499
70	0.045289	750	-1.220489	-243.117988
71	0.041485	750	-1.203527	-244.321515
72	0.037880	750	-1.134947	-245.456461
73	0.034469	750	-1.040726	-246.497187
74	0.031250	750	-1.026174	-247.523361
75	0.028218	750	-0.965932	-248.489293
76	0.025370	750	-0.913443	-249.402736
77	0.022702	750	-0.852412	-250.255149
78	0.020209	750	-0.821957	-251.077105
79	0.017889	750	-0.769378	-251.846484
80	0.015736	750	-0.719709	-252.566192
81	0.013746	750	-0.655257	-253.221449
82	0.011916	750	-0.641942	-253.863391
83	0.010240	750	-0.595117	-254.458509
84	0.008714	750	-0.527420	-254.985929
85	0.007334	750	-0.508561	-255.494490
86	0.006093	750	-0.467466	-255.961956
87	0.004988	750	-0.421193	-256.383148
88	0.004013	750	-0.384149	-256.767297
89	0.003162	750	-0.352371	-257.119668
90	0.002430	750	-0.278001	-257.397669
91	0.001810	750	-0.248220	-257.645889
92	0.001296	750	-0.200367	-257.846255
93	0.000882	750	-0.168672	-258.014927
94	0.000559	750	-0.138004	-258.152932
95	0.000320	750	-0.092589	-258.245521
96	0.000156	750	-0.069916	-258.315438
97	0.000057	750	-0.042187	-258.357625
98	0.000010	750	-0.019654	-258.377278
99	0.000000	750	-0.004336	-258.381614
Log marginal likelihood:	-258.381614
0	0.975187	750	-5.520280	-5.520280
1	0.950747	750	-5.466779	-10.987059
2	0.926679	750	-5.364638	-16.351697
3	0.902980	750	-5.326722	-21.678419
4	0.879648	750	-5.261520	-26.939939
5	0.856682	750	-5.126525	-32.066464
6	0.834079	750	-5.044709	-37.111173
7	0.811838	750	-4.950294	-42.061467
8	0.789957	750	-4.895462	-46.956929
9	0.768433	750	-4.803592	-51.760521
10	0.747266	750	-4.770295	-56.530816
11	0.726452	750	-4.687290	-61.218106
12	0.705989	750	-4.618003	-65.836109
13	0.685877	750	-4.536820	-70.372929
14	0.666112	750	-4.425328	-74.798256
15	0.646693	750	-4.412030	-79.210286
16	0.627618	750	-4.310718	-83.521004
17	0.608884	750	-4.274403	-87.795406
18	0.590490	750	-4.187891	-91.983298
19	0.572433	750	-4.105095	-96.088393
20	0.554712	750	-4.015266	-100.103659
21	0.537324	750	-3.923137	-104.026796
22	0.520268	750	-3.895905	-107.922701
23	0.503540	750	-3.759261	-111.681961
24	0.487139	750	-3.750833	-115.432794
25	0.471063	750	-3.635555	-119.068349
26	0.455310	750	-3.600863	-122.669212
27	0.439877	750	-3.531361	-126.200573
28	0.424762	750	-3.469438	-129.670010
29	0.409963	750	-3.407181	-133.077191
30	0.395478	750	-3.335886	-136.413077
31	0.381305	750	-3.233494	-139.646571
32	0.367440	750	-3.172061	-142.818632
33	0.353883	750	-3.095358	-145.913989
34	0.340630	750	-3.055433	-148.969422
35	0.327680	750	-2.995039	-151.964461
36	0.315030	750	-2.960637	-154.925098
37	0.302677	750	-2.882228	-157.807326
38	0.290619	750	-2.784417	-160.591743
39	0.278855	750	-2.776500	-163.368243
40	0.267381	750	-2.687625	-166.055868
41	0.256195	750	-2.631036	-168.686905
42	0.245294	750	-2.574528	-171.261432
43	0.234677	750	-2.513309	-173.774741
44	0.224340	750	-2.439906	-176.214647
45	0.214281	750	-2.434157	-178.648804
46	0.204498	750	-2.324086	-180.972890
47	0.194988	750	-2.310813	-183.283703
48	0.185749	750	-2.162261	-185.445964
49	0.176777	750	-2.299880	-187.745844
50	0.168070	750	-2.307487	-190.053331
51	0.159626	750	-2.072967	-192.126299
