Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               1000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
55	0.128420	750	-1.480818	-134.124469
56	0.121247	750	-1.376711	-135.501179
57	0.114320	750	-1.448421	-136.949600
58	0.107637	750	-1.261876	-138.211476
59	0.101193	750	-1.256680	-139.468156
60	0.094986	750	-1.278597	-140.746753
61	0.089014	750	-1.323182	-142.069935
62	0.083273	750	-1.243740	-143.313674
63	0.077760	750	-1.241738	-144.555412
64	0.072472	750	-1.186066	-145.741478
65	0.067406	750	-1.134797	-146.876274
66	0.062558	750	-1.034490	-147.910764
67	0.057926	750	-1.042960	-148.953724
68	0.053506	750	-1.043354	-149.997079
69	0.049295	750	-0.999062	-150.996141
70	0.045289	750	-0.956304	-151.952446
71	0.041485	750	-0.898914	-152.851360
72	0.037880	750	-0.854411	-153.705771
73	0.034469	750	-0.847276	-154.553047
74	0.031250	750	-0.795615	-155.348661
75	0.028218	750	-0.767666	-156.116327
76	0.025370	750	-0.701260	-156.817586
77	0.022702	750	-0.676399	-157.493986
78	0.020209	750	-0.651713	-158.145699
79	0.017889	750	-0.592381	-158.738080
80	0.015736	750	-0.557556	-159.295635
81	0.013746	750	-0.525386	-159.821022
82	0.011916	750	-0.500185	-160.321207
83	0.010240	750	-0.465709	-160.786916
84	0.008714	750	-0.424328	-161.211244
85	0.007334	750	-0.403227	-161.614471
86	0.006093	750	-0.361477	-161.975949
87	0.004988	750	-0.344008	-162.319957
88	0.004013	750	-0.298055	-162.618012
89	0.003162	750	-0.273496	-162.891507
90	0.002430	750	-0.255304	-163.146811
91	0.001810	750	-0.201473	-163.348284
92	0.001296	750	-0.172520	-163.520804
93	0.000882	750	-0.136735	-163.657539
94	0.000559	750	-0.116058	-163.773596
95	0.000320	750	-0.086517	-163.860113
96	0.000156	750	-0.062084	-163.922197
97	0.000057	750	-0.035284	-163.957482
98	0.000010	750	-0.015173	-163.972655
99	0.000000	750	-0.003705	-163.976359
Log marginal likelihood:	-163.976359
0	0.975187	750	-3.861951	-3.861951
1	0.950747	750	-3.821815	-7.683766
2	0.926679	750	-3.788658	-11.472424
3	0.902980	750	-3.711948	-15.184373
4	0.879648	750	-3.664240	-18.848612
5	0.856682	750	-3.595698	-22.444310
6	0.834079	750	-3.532371	-25.976682
7	0.811838	750	-3.489256	-29.465937
8	0.789957	750	-3.448365	-32.914302
9	0.768433	750	-3.399136	-36.313438
10	0.747266	750	-3.325559	-39.638997
11	0.726452	750	-3.262649	-42.901646
12	0.705989	750	-3.230923	-46.132569
13	0.685877	750	-3.166309	-49.298878
14	0.666112	750	-3.131308	-52.430186
15	0.646693	750	-3.050814	-55.481001
16	0.627618	750	-3.006902	-58.487903
17	0.608884	750	-2.960799	-61.448702
18	0.590490	750	-2.909963	-64.358665
19	0.572433	750	-2.889001	-67.247666
20	0.554712	750	-2.797424	-70.045089
21	0.537324	750	-2.752917	-72.798007
22	0.520268	750	-2.698732	-75.496739
23	0.503540	750	-2.638016	-78.134755
24	0.487139	750	-2.609542	-80.744297
25	0.471063	750	-2.557075	-83.301372
26	0.455310	750	-2.515702	-85.817074
27	0.439877	750	-2.472416	-88.289489
28	0.424762	750	-2.419146	-90.708636
29	0.409963	750	-2.361270	-93.069905
30	0.395478	750	-2.301505	-95.371410
31	0.381305	750	-2.270628	-97.642038
32	0.367440	750	-2.243121	-99.885159
33	0.353883	750	-2.176738	-102.061897
34	0.340630	750	-2.130615	-104.192512
35	0.327680	750	-2.085788	-106.278300
36	0.315030	750	-2.068287	-108.346588
37	0.302677	750	-2.022421	-110.369009
38	0.290619	750	-1.972394	-112.341403
39	0.278855	750	-1.946848	-114.288251
40	0.267381	750	-1.915876	-116.204126
41	0.256195	750	-1.844699	-118.048825
42	0.245294	750	-1.790911	-119.839736
43	0.234677	750	-1.879039	-121.718775
44	0.224340	750	-1.729045	-123.447820
45	0.214281	750	-1.702155	-125.149975
46	0.204498	750	-1.666221	-126.816195
47	0.194988	750	-1.604960	-128.421156
48	0.185749	750	-1.605250	-130.026406
49	0.176777	750	-1.715968	-131.742373
50	0.168070	750	-1.618542	-133.360915
51	0.159626	750	-1.512507	-134.873422
52	0.151441	750	-1.569207	-136.442629
53	0.143514	750	-1.672533	-138.115162
54	0.135841	750	-1.553737	-139.668899
55	0.128420	750	-1.531459	-141.200358
56	0.121247	750	-1.522927	-142.723284
57	0.114320	750	-1.444482	-144.167766
58	0.107637	750	-1.399471	-145.567237
59	0.101193	750	-1.348085	-146.915322
60	0.094986	750	-1.275779	-148.191101
61	0.089014	750	-1.272767	-149.463868
62	0.083273	750	-1.288811	-150.752679
63	0.077760	750	-1.180980	-151.933659
64	0.072472	750	-1.140931	-153.074590
65	0.067406	750	-1.161465	-154.236055
66	0.062558	750	-1.088406	-155.324461
67	0.057926	750	-1.105620	-156.430081
68	0.053506	750	-1.040694	-157.470775
69	0.049295	750	-0.992940	-158.463715
70	0.045289	750	-0.949170	-159.412885
71	0.041485	750	-0.908208	-160.321093
72	0.037880	750	-0.868757	-161.189849
73	0.034469	750	-0.821770	-162.011619
74	0.031250	750	-0.785374	-162.796993
75	0.028218	750	-0.752699	-163.549692
76	0.025370	750	-0.710947	-164.260639
77	0.022702	750	-0.698102	-164.958741
78	0.020209	750	-0.641119	-165.599860
79	0.017889	750	-0.619791	-166.219651
80	0.015736	750	-0.550254	-166.769905
81	0.013746	750	-0.531977	-167.301883
82	0.011916	750	-0.505826	-167.807708
83	0.010240	750	-0.449979	-168.257687
84	0.008714	750	-0.423679	-168.681366
85	0.007334	750	-0.391717	-169.073083
86	0.006093	750	-0.369758	-169.442841
87	0.004988	750	-0.331809	-169.774651
88	0.004013	750	-0.306171	-170.080821
89	0.003162	750	-0.263821	-170.344642
90	0.002430	750	-0.234142	-170.578784
91	0.001810	750	-0.190460	-170.769244
92	0.001296	750	-0.167085	-170.936329
93	0.000882	750	-0.131353	-171.067682
94	0.000559	750	-0.122043	-171.189725
95	0.000320	750	-0.085479	-171.275203
96	0.000156	750	-0.058182	-171.333386
97	0.000057	750	-0.035783	-171.369168
98	0.000010	750	-0.017527	-171.386695
99	0.000000	750	-0.003526	-171.390220
Log marginal likelihood:	-171.390220
0	0.975187	750	-3.901785	-3.901785
1	0.950747	750	-3.840954	-7.742739
2	0.926679	750	-3.787294	-11.530032
3	0.902980	750	-3.730258	-15.260290
4	0.879648	750	-3.670221	-18.930511
5	0.856682	750	-3.616688	-22.547199
6	0.834079	750	-3.574570	-26.121769
7	0.811838	750	-3.508251	-29.630020
8	0.789957	750	-3.459360	-33.089380
9	0.768433	750	-3.404208	-36.493587
10	0.747266	750	-3.344183	-39.837770
11	0.726452	750	-3.273410	-43.111180
12	0.705989	750	-3.254491	-46.365672
13	0.685877	750	-3.170341	-49.536013
14	0.666112	750	-3.122878	-52.658891
15	0.646693	750	-3.083562	-55.742454
16	0.627618	750	-3.033116	-58.775569
17	0.608884	750	-2.982266	-61.757836
18	0.590490	750	-2.923669	-64.681505
19	0.572433	750	-2.878199	-67.559704
20	0.554712	750	-2.822590	-70.382294
21	0.537324	750	-2.764678	-73.146972
22	0.520268	750	-2.707307	-75.854279
23	0.503540	750	-2.680538	-78.534818
24	0.487139	750	-2.619133	-81.153950
25	0.471063	750	-2.570631	-83.724581
26	0.455310	750	-2.527186	-86.251768
27	0.439877	750	-2.505139	-88.756907
28	0.424762	750	-2.412527	-91.169434
29	0.409963	750	-2.385617	-93.555051
30	0.395478	750	-2.329519	-95.884571
31	0.381305	750	-2.285493	-98.170064
32	0.367440	750	-2.255242	-100.425305
33	0.353883	750	-2.194424	-102.619730
34	0.340630	750	-2.138450	-104.758180
35	0.327680	750	-2.101177	-106.859357
36	0.315030	750	-2.059341	-108.918697
37	0.302677	750	-1.992069	-110.910766
38	0.290619	750	-1.961658	-112.872424
39	0.278855	750	-1.993193	-114.865617
40	0.267381	750	-1.939613	-116.805230
41	0.256195	750	-1.853399	-118.658628
42	0.245294	750	-1.833109	-120.491738
43	0.234677	750	-1.807388	-122.299126
44	0.224340	750	-1.705470	-124.004595
45	0.214281	750	-1.714942	-125.719537
46	0.204498	750	-1.664070	-127.383607
47	0.194988	750	-1.677184	-129.060791
48	0.185749	750	-1.722042	-130.782833
49	0.176777	750	-1.597831	-132.380663
50	0.168070	750	-1.578781	-133.959445
51	0.159626	750	-1.572358	-135.531802
52	0.151441	750	-1.479193	-137.010995
53	0.143514	750	-1.520303	-138.531298
54	0.135841	750	-1.544012	-140.075310
55	0.128420	750	-1.537924	-141.613233
56	0.121247	750	-1.617469	-143.230702
57	0.114320	750	-1.421213	-144.651915
58	0.107637	750	-1.318588	-145.970504
59	0.101193	750	-1.378250	-147.348754
60	0.094986	750	-1.345960	-148.694714
61	0.089014	750	-1.313403	-150.008117
62	0.083273	750	-1.299964	-151.308081
63	0.077760	750	-1.185321	-152.493402
64	0.072472	750	-1.192088	-153.685490
65	0.067406	750	-1.198251	-154.883741
66	0.062558	750	-1.095021	-155.978762
67	0.057926	750	-1.056810	-157.035572
68	0.053506	750	-1.037356	-158.072928
69	0.049295	750	-0.981080	-159.054008
70	0.045289	750	-0.958850	-160.012858
71	0.041485	750	-0.919841	-160.932700
72	0.037880	750	-0.859059	-161.791759
73	0.034469	750	-0.829685	-162.621444
74	0.031250	750	-0.797363	-163.418807
75	0.028218	750	-0.756393	-164.175200
76	0.025370	750	-0.711126	-164.886325
77	0.022702	750	-0.672593	-165.558918
78	0.020209	750	-0.637536	-166.196454
79	0.017889	750	-0.612342	-166.808796
80	0.015736	750	-0.586424	-167.395221
81	0.013746	750	-0.530568	-167.925789
82	0.011916	750	-0.512086	-168.437876
83	0.010240	750	-0.449156	-168.887032
84	0.008714	750	-0.420499	-169.307531
85	0.007334	750	-0.392301	-169.699832
86	0.006093	750	-0.374469	-170.074301
87	0.004988	750	-0.335231	-170.409532
88	0.004013	750	-0.300035	-170.709568
89	0.003162	750	-0.279186	-170.988753
90	0.002430	750	-0.235177	-171.223930
91	0.001810	750	-0.202063	-171.425993
92	0.001296	750	-0.178762	-171.604755
93	0.000882	750	-0.146408	-171.751163
94	0.000559	750	-0.117978	-171.869141
95	0.000320	750	-0.088162	-171.957303
96	0.000156	750	-0.053985	-172.011288
97	0.000057	750	-0.033168	-172.044456
98	0.000010	750	-0.017362	-172.061818
99	0.000000	750	-0.003922	-172.065739
Log marginal likelihood:	-172.065739
0	0.975187	750	-3.787291	-3.787291
1	0.950747	750	-3.739097	-7.526388
2	0.926679	750	-3.690407	-11.216796
3	0.902980	750	-3.626889	-14.843685
4	0.879648	750	-3.587809	-18.431494
5	0.856682	750	-3.519865	-21.951359
6	0.834079	750	-3.464704	-25.416064
7	0.811838	750	-3.413242	-28.829306
8	0.789957	750	-3.363937	-32.193243
9	0.768433	750	-3.307995	-35.501238
10	0.747266	750	-3.254957	-38.756195
11	0.726452	750	-3.212332	-41.968527
12	0.705989	750	-3.153055	-45.121582
13	0.685877	750	-3.099239	-48.220821
14	0.666112	750	-3.050901	-51.271722
15	0.646693	750	-2.993345	-54.265068
16	0.627618	750	-2.955457	-57.220525
17	0.608884	750	-2.886478	-60.107003
18	0.590490	750	-2.843446	-62.950449
19	0.572433	750	-2.793504	-65.743953
20	0.554712	750	-2.742368	-68.486321
21	0.537324	750	-2.681034	-71.167355
22	0.520268	750	-2.670272	-73.837627
23	0.503540	750	-2.620782	-76.458409
24	0.487139	750	-2.559267	-79.017676
25	0.471063	750	-2.501457	-81.519133
26	0.455310	750	-2.461244	-83.980377
27	0.439877	750	-2.389197	-86.369574
28	0.424762	750	-2.361112	-88.730687
29	0.409963	750	-2.321056	-91.051743
30	0.395478	750	-2.272206	-93.323948
31	0.381305	750	-2.253463	-95.577411
32	0.367440	750	-2.192894	-97.770305
33	0.353883	750	-2.142478	-99.912783
34	0.340630	750	-2.100565	-102.013348
35	0.327680	750	-2.049840	-104.063188
36	0.315030	750	-1.999027	-106.062215
37	0.302677	750	-1.955391	-108.017607
38	0.290619	750	-1.924865	-109.942471
39	0.278855	750	-1.895140	-111.837611
40	0.267381	750	-1.840962	-113.678573
41	0.256195	750	-1.803132	-115.481705
42	0.245294	750	-1.794266	-117.275972
43	0.234677	750	-1.725669	-119.001641
44	0.224340	750	-1.799726	-120.801366
45	0.214281	750	-1.621389	-122.422755
46	0.204498	750	-1.635077	-124.057832
47	0.194988	750	-1.651159	-125.708991
48	0.185749	750	-1.618095	-127.327086
49	0.176777	750	-1.550872	-128.877958
50	0.168070	750	-1.690202	-130.568159
51	0.159626	750	-1.427900	-131.996059
52	0.151441	750	-1.478177	-133.474236
53	0.143514	750	-1.490479	-134.964716
54	0.135841	750	-1.514014	-136.478730
55	0.128420	750	-1.348227	-137.826957
56	0.121247	750	-1.465216	-139.292172
57	0.114320	750	-1.371698	-140.663871
58	0.107637	750	-1.386621	-142.050491
59	0.101193	750	-1.348735	-143.399226
60	0.094986	750	-1.361099	-144.760325
61	0.089014	750	-1.373044	-146.133369
62	0.083273	750	-1.263465	-147.396834
63	0.077760	750	-1.207225	-148.604059
64	0.072472	750	-1.097758	-149.701817
65	0.067406	750	-1.178977	-150.880794
66	0.062558	750	-1.119138	-151.999932
67	0.057926	750	-1.042715	-153.042647
68	0.053506	750	-1.023805	-154.066452
69	0.049295	750	-1.015979	-155.082430
70	0.045289	750	-0.946073	-156.028503
71	0.041485	750	-0.922286	-156.950789
72	0.037880	750	-0.869085	-157.819874
73	0.034469	750	-0.828993	-158.648866
74	0.031250	750	-0.801073	-159.449940
75	0.028218	750	-0.750784	-160.200724
76	0.025370	750	-0.721785	-160.922510
77	0.022702	750	-0.659546	-161.582056
78	0.020209	750	-0.648686	-162.230742
79	0.017889	750	-0.603937	-162.834679
80	0.015736	750	-0.572342	-163.407021
81	0.013746	750	-0.528363	-163.935384
82	0.011916	750	-0.487528	-164.422912
83	0.010240	750	-0.486116	-164.909028
84	0.008714	750	-0.443779	-165.352807
85	0.007334	750	-0.385032	-165.737839
86	0.006093	750	-0.369515	-166.107355
87	0.004988	750	-0.328682	-166.436037
88	0.004013	750	-0.313576	-166.749613
89	0.003162	750	-0.265685	-167.015298
90	0.002430	750	-0.231066	-167.246364
91	0.001810	750	-0.214673	-167.461037
92	0.001296	750	-0.163419	-167.624455
93	0.000882	750	-0.136436	-167.760892
94	0.000559	750	-0.117108	-167.878000
95	0.000320	750	-0.079519	-167.957519
96	0.000156	750	-0.056649	-168.014168
97	0.000057	750	-0.035117	-168.049285
98	0.000010	750	-0.018337	-168.067622
99	0.000000	750	-0.003346	-168.070968
Log marginal likelihood:	-168.070968
0	0.975187	750	-3.676622	-3.676622
1	0.950747	750	-3.633615	-7.310237
2	0.926679	750	-3.569748	-10.879985
3	0.902980	750	-3.505268	-14.385253
4	0.879648	750	-3.463052	-17.848305
5	0.856682	750	-3.402397	-21.250702
6	0.834079	750	-3.373044	-24.623746
7	0.811838	750	-3.296558	-27.920304
8	0.789957	750	-3.258393	-31.178696
9	0.768433	750	-3.194679	-34.373375
10	0.747266	750	-3.141565	-37.514940
11	0.726452	750	-3.109291	-40.624231
12	0.705989	750	-3.039422	-43.663653
13	0.685877	750	-3.004879	-46.668532
14	0.666112	750	-2.941549	-49.610081
15	0.646693	750	-2.902858	-52.512939
16	0.627618	750	-2.873391	-55.386330
17	0.608884	750	-2.794674	-58.181005
18	0.590490	750	-2.760406	-60.941411
19	0.572433	750	-2.719490	-63.660901
20	0.554712	750	-2.660353	-66.321254
21	0.537324	750	-2.618055	-68.939309
22	0.520268	750	-2.552988	-71.492297
23	0.503540	750	-2.521484	-74.013782
24	0.487139	750	-2.489403	-76.503184
25	0.471063	750	-2.426225	-78.929409
26	0.455310	750	-2.365352	-81.294761
27	0.439877	750	-2.352627	-83.647388
28	0.424762	750	-2.297535	-85.944923
29	0.409963	750	-2.265862	-88.210785
30	0.395478	750	-2.217424	-90.428209
31	0.381305	750	-2.161747	-92.589955
32	0.367440	750	-2.112180	-94.702135
33	0.353883	750	-2.115774	-96.817909
34	0.340630	750	-2.030822	-98.848731
35	0.327680	750	-2.026678	-100.875409
36	0.315030	750	-1.925203	-102.800612
37	0.302677	750	-1.922001	-104.722613
38	0.290619	750	-1.854598	-106.577211
39	0.278855	750	-1.803012	-108.380223
40	0.267381	750	-1.822226	-110.202449
41	0.256195	750	-1.796640	-111.999089
42	0.245294	750	-1.821021	-113.820110
43	0.234677	750	-1.661817	-115.481927
44	0.224340	750	-1.634742	-117.116669
45	0.214281	750	-1.663275	-118.779944
46	0.204498	750	-1.638051	-120.417994
47	0.194988	750	-1.597418	-122.015412
48	0.185749	750	-1.561305	-123.576717
49	0.176777	750	-1.567308	-125.144025
50	0.168070	750	-1.580736	-126.724761
51	0.159626	750	-1.500690	-128.225451
52	0.151441	750	-1.519201	-129.744651
53	0.143514	750	-1.610002	-131.354654
54	0.135841	750	-1.506073	-132.860726
55	0.128420	750	-1.407938	-134.268664
56	0.121247	750	-1.377829	-135.646494
57	0.114320	750	-1.359637	-137.006131
58	0.107637	750	-1.339103	-138.345234
59	0.101193	750	-1.338283	-139.683517
60	0.094986	750	-1.322404	-141.005921
61	0.089014	750	-1.244506	-142.250427
62	0.083273	750	-1.179319	-143.429747
63	0.077760	750	-1.189097	-144.618844
64	0.072472	750	-1.176038	-145.794882
65	0.067406	750	-1.118878	-146.913760
66	0.062558	750	-1.093211	-148.006971
67	0.057926	750	-1.080160	-149.087131
68	0.053506	750	-0.996828	-150.083959
69	0.049295	750	-0.973188	-151.057147
70	0.045289	750	-0.956385	-152.013531
71	0.041485	750	-0.926168	-152.939699
72	0.037880	750	-0.851246	-153.790945
73	0.034469	750	-0.807317	-154.598262
74	0.031250	750	-0.777010	-155.375272
75	0.028218	750	-0.733767	-156.109040
76	0.025370	750	-0.718215	-156.827254
77	0.022702	750	-0.673812	-157.501067
78	0.020209	750	-0.633472	-158.134539
79	0.017889	750	-0.602657	-158.737196
80	0.015736	750	-0.564746	-159.301942
81	0.013746	750	-0.527698	-159.829640
82	0.011916	750	-0.512827	-160.342467
83	0.010240	750	-0.466749	-160.809216
84	0.008714	750	-0.459509	-161.268726
85	0.007334	750	-0.398119	-161.666845
86	0.006093	750	-0.380120	-162.046965
87	0.004988	750	-0.310502	-162.357466
88	0.004013	750	-0.314909	-162.672376
89	0.003162	750	-0.265181	-162.937557
90	0.002430	750	-0.244140	-163.181697
91	0.001810	750	-0.205712	-163.387408
92	0.001296	750	-0.160958	-163.548367
93	0.000882	750	-0.135671	-163.684038
94	0.000559	750	-0.112273	-163.796310
95	0.000320	750	-0.086652	-163.882962
96	0.000156	750	-0.058561	-163.941524
97	0.000057	750	-0.035425	-163.976949
98	0.000010	750	-0.018201	-163.995150
99	0.000000	750	-0.003693	-163.998843
Log marginal likelihood:	-163.998843
0	0.975187	750	-3.615265	-3.615265
1	0.950747	750	-3.561170	-7.176435
2	0.926679	750	-3.520073	-10.696507
3	0.902980	750	-3.472789	-14.169297
4	0.879648	750	-3.413712	-17.583008
5	0.856682	750	-3.366922	-20.949931
6	0.834079	750	-3.306523	-24.256453
7	0.811838	750	-3.247160	-27.503614
8	0.789957	750	-3.211814	-30.715428
9	0.768433	750	-3.163017	-33.878445
10	0.747266	750	-3.112258	-36.990703
11	0.726452	750	-3.045819	-40.036522
12	0.705989	750	-3.019214	-43.055736
13	0.685877	750	-2.976035	-46.031771
14	0.666112	750	-2.925685	-48.957455
15	0.646693	750	-2.859934	-51.817390
16	0.627618	750	-2.812731	-54.630120
17	0.608884	750	-2.764853	-57.394973
18	0.590490	750	-2.717211	-60.112185
19	0.572433	750	-2.655398	-62.767583
20	0.554712	750	-2.618625	-65.386208
21	0.537324	750	-2.570555	-67.956763
22	0.520268	750	-2.536032	-70.492795
23	0.503540	750	-2.498433	-72.991228
24	0.487139	750	-2.433727	-75.424955
25	0.471063	750	-2.401892	-77.826847
26	0.455310	750	-2.344514	-80.171361
27	0.439877	750	-2.297664	-82.469025
28	0.424762	750	-2.258559	-84.727584
29	0.409963	750	-2.216703	-86.944287
30	0.395478	750	-2.176656	-89.120943
31	0.381305	750	-2.131218	-91.252161
32	0.367440	750	-2.079378	-93.331539
33	0.353883	750	-2.037294	-95.368833
34	0.340630	750	-2.008593	-97.377426
35	0.327680	750	-1.957254	-99.334680
36	0.315030	750	-1.930123	-101.264803
37	0.302677	750	-1.872566	-103.137369
38	0.290619	750	-1.833930	-104.971299
39	0.278855	750	-1.835429	-106.806728
40	0.267381	750	-1.850295	-108.657023
41	0.256195	750	-1.706519	-110.363543
42	0.245294	750	-1.704801	-112.068344
43	0.234677	750	-1.700447	-113.768791
44	0.224340	750	-1.620590	-115.389381
45	0.214281	750	-1.604511	-116.993891
46	0.204498	750	-1.569185	-118.563076
47	0.194988	750	-1.669114	-120.232190
48	0.185749	750	-1.478861	-121.711052
49	0.176777	750	-1.545789	-123.256840
50	0.168070	750	-1.466136	-124.722977
51	0.159626	750	-1.364860	-126.087837
52	0.151441	750	-1.313991	-127.401828
53	0.143514	750	-1.447614	-128.849442
54	0.135841	750	-1.433123	-130.282565
55	0.128420	750	-1.494456	-131.777021
56	0.121247	750	-1.328458	-133.105479
57	0.114320	750	-1.299981	-134.405459
58	0.107637	750	-1.331629	-135.737088
59	0.101193	750	-1.320891	-137.057979
60	0.094986	750	-1.248721	-138.306700
61	0.089014	750	-1.242853	-139.549553
62	0.083273	750	-1.228071	-140.777625
63	0.077760	750	-1.138480	-141.916105
64	0.072472	750	-1.111232	-143.027338
65	0.067406	750	-1.130334	-144.157671
66	0.062558	750	-1.062978	-145.220649
67	0.057926	750	-1.077291	-146.297940
68	0.053506	750	-1.025854	-147.323794
69	0.049295	750	-1.004314	-148.328108
70	0.045289	750	-0.920959	-149.249067
71	0.041485	750	-0.892863	-150.141930
72	0.037880	750	-0.872490	-151.014419
73	0.034469	750	-0.793929	-151.808348
74	0.031250	750	-0.786545	-152.594893
75	0.028218	750	-0.727242	-153.322135
76	0.025370	750	-0.719395	-154.041530
77	0.022702	750	-0.642569	-154.684099
78	0.020209	750	-0.621698	-155.305797
79	0.017889	750	-0.596377	-155.902174
80	0.015736	750	-0.574317	-156.476490
81	0.013746	750	-0.527492	-157.003982
82	0.011916	750	-0.491454	-157.495436
83	0.010240	750	-0.461079	-157.956516
84	0.008714	750	-0.441348	-158.397864
85	0.007334	750	-0.401221	-158.799085
86	0.006093	750	-0.347914	-159.146999
87	0.004988	750	-0.315145	-159.462144
88	0.004013	750	-0.302842	-159.764986
89	0.003162	750	-0.266844	-160.031830
90	0.002430	750	-0.240616	-160.272446
91	0.001810	750	-0.188803	-160.461249
92	0.001296	750	-0.184657	-160.645905
93	0.000882	750	-0.149158	-160.795064
94	0.000559	750	-0.110921	-160.905985
95	0.000320	750	-0.089036	-160.995021
96	0.000156	750	-0.053736	-161.048757
97	0.000057	750	-0.035551	-161.084309
98	0.000010	750	-0.015851	-161.100160
99	0.000000	750	-0.003940	-161.104100
Log marginal likelihood:	-161.104100
0	0.975187	750	-3.017884	-3.017884
1	0.950747	750	-2.976729	-5.994613
2	0.926679	750	-2.933933	-8.928546
3	0.902980	750	-2.897997	-11.826544
4	0.879648	750	-2.849677	-14.676221
5	0.856682	750	-2.814925	-17.491146
6	0.834079	750	-2.757803	-20.248949
7	0.811838	750	-2.717055	-22.966004
8	0.789957	750	-2.700389	-25.666393
9	0.768433	750	-2.636658	-28.303051
10	0.747266	750	-2.596960	-30.900011
11	0.726452	750	-2.562702	-33.462713
12	0.705989	750	-2.509131	-35.971844
13	0.685877	750	-2.452932	-38.424776
14	0.666112	750	-2.422057	-40.846833
15	0.646693	750	-2.382314	-43.229147
16	0.627618	750	-2.339115	-45.568262
17	0.608884	750	-2.295268	-47.863529
18	0.590490	750	-2.276234	-50.139764
19	0.572433	750	-2.243353	-52.383116
20	0.554712	750	-2.188917	-54.572033
21	0.537324	750	-2.154173	-56.726206
22	0.520268	750	-2.102824	-58.829030
23	0.503540	750	-2.083404	-60.912434
24	0.487139	750	-2.043656	-62.956090
25	0.471063	750	-2.011501	-64.967591
26	0.455310	750	-1.963640	-66.931231
27	0.439877	750	-1.918468	-68.849699
28	0.424762	750	-1.875930	-70.725630
29	0.409963	750	-1.822196	-72.547825
30	0.395478	750	-1.813845	-74.361671
31	0.381305	750	-1.807083	-76.168754
32	0.367440	750	-1.748304	-77.917058
33	0.353883	750	-1.699010	-79.616069
34	0.340630	750	-1.682974	-81.299042
35	0.327680	750	-1.636165	-82.935207
36	0.315030	750	-1.624523	-84.559730
37	0.302677	750	-1.606157	-86.165888
38	0.290619	750	-1.547402	-87.713290
39	0.278855	750	-1.522118	-89.235408
40	0.267381	750	-1.482593	-90.718002
41	0.256195	750	-1.479785	-92.197787
42	0.245294	750	-1.461608	-93.659395
43	0.234677	750	-1.376472	-95.035867
44	0.224340	750	-1.338578	-96.374445
45	0.214281	750	-1.302985	-97.677430
46	0.204498	750	-1.318895	-98.996325
47	0.194988	750	-1.260175	-100.256500
48	0.185749	750	-1.268838	-101.525338
49	0.176777	750	-1.225461	-102.750799
50	0.168070	750	-1.238739	-103.989537
51	0.159626	750	-1.216314	-105.205852
