Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               1000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
82	0.011916	750	-0.385355	-141.016174
83	0.010240	750	-0.358083	-141.374257
84	0.008714	750	-0.332950	-141.707207
85	0.007334	750	-0.286474	-141.993680
86	0.006093	750	-0.263305	-142.256986
87	0.004988	750	-0.255578	-142.512564
88	0.004013	750	-0.254094	-142.766658
89	0.003162	750	-0.196110	-142.962769
90	0.002430	750	-0.165762	-143.128530
91	0.001810	750	-0.159404	-143.287934
92	0.001296	750	-0.118330	-143.406264
93	0.000882	750	-0.110978	-143.517243
94	0.000559	750	-0.074415	-143.591658
95	0.000320	750	-0.063053	-143.654711
96	0.000156	750	-0.037339	-143.692050
97	0.000057	750	-0.025139	-143.717188
98	0.000010	750	-0.011826	-143.729015
99	0.000000	750	-0.002490	-143.731504
Log marginal likelihood:	-143.731504
0	0.975187	750	-3.378526	-3.378526
1	0.950747	750	-3.330968	-6.709494
2	0.926679	750	-3.272784	-9.982278
3	0.902980	750	-3.232198	-13.214476
4	0.879648	750	-3.177913	-16.392389
5	0.856682	750	-3.152159	-19.544548
6	0.834079	750	-3.096288	-22.640837
7	0.811838	750	-3.058597	-25.699434
8	0.789957	750	-3.043131	-28.742565
9	0.768433	750	-2.942249	-31.684814
10	0.747266	750	-3.059854	-34.744668
11	0.726452	750	-2.949031	-37.693700
12	0.705989	750	-2.828398	-40.522097
13	0.685877	750	-2.812379	-43.334476
14	0.666112	750	-2.719344	-46.053820
15	0.646693	750	-2.716287	-48.770107
16	0.627618	750	-2.821050	-51.591156
17	0.608884	750	-2.581247	-54.172404
18	0.590490	750	-2.551332	-56.723736
19	0.572433	750	-2.518859	-59.242595
20	0.554712	750	-2.457236	-61.699830
21	0.537324	750	-2.561743	-64.261573
22	0.520268	750	-2.446723	-66.708296
23	0.503540	750	-2.427037	-69.135333
24	0.487139	750	-2.421368	-71.556700
25	0.471063	750	-2.436322	-73.993022
26	0.455310	750	-2.266726	-76.259748
27	0.439877	750	-2.297078	-78.556826
28	0.424762	750	-2.151683	-80.708509
29	0.409963	750	-2.261734	-82.970243
30	0.395478	750	-2.203461	-85.173704
31	0.381305	750	-2.136615	-87.310319
32	0.367440	750	-2.057199	-89.367518
33	0.353883	750	-2.056606	-91.424125
34	0.340630	750	-2.026882	-93.451006
35	0.327680	750	-1.991211	-95.442217
36	0.315030	750	-1.955823	-97.398040
37	0.302677	750	-1.873331	-99.271371
38	0.290619	750	-1.853386	-101.124757
39	0.278855	750	-1.817151	-102.941908
40	0.267381	750	-1.776155	-104.718063
41	0.256195	750	-1.721630	-106.439693
42	0.245294	750	-1.646900	-108.086594
43	0.234677	750	-1.643231	-109.729825
44	0.224340	750	-1.589827	-111.319652
45	0.214281	750	-1.593210	-112.912861
46	0.204498	750	-1.521092	-114.433953
47	0.194988	750	-1.472155	-115.906108
48	0.185749	750	-1.459736	-117.365844
49	0.176777	750	-1.411750	-118.777594
50	0.168070	750	-1.377705	-120.155300
51	0.159626	750	-1.355756	-121.511056
52	0.151441	750	-1.301870	-122.812926
53	0.143514	750	-1.254119	-124.067045
54	0.135841	750	-1.224488	-125.291533
55	0.128420	750	-1.165591	-126.457124
56	0.121247	750	-1.150600	-127.607724
57	0.114320	750	-1.100210	-128.707934
58	0.107637	750	-1.077620	-129.785554
59	0.101193	750	-1.060295	-130.845849
60	0.094986	750	-1.026094	-131.871943
61	0.089014	750	-0.975383	-132.847325
62	0.083273	750	-0.986047	-133.833373
63	0.077760	750	-0.908097	-134.741469
64	0.072472	750	-0.874915	-135.616384
65	0.067406	750	-0.834594	-136.450979
66	0.062558	750	-0.827458	-137.278436
67	0.057926	750	-0.784493	-138.062929
68	0.053506	750	-0.747569	-138.810498
69	0.049295	750	-0.712193	-139.522691
70	0.045289	750	-0.688503	-140.211194
71	0.041485	750	-0.663971	-140.875165
72	0.037880	750	-0.623115	-141.498280
73	0.034469	750	-0.616384	-142.114664
74	0.031250	750	-0.575708	-142.690372
75	0.028218	750	-0.546103	-143.236475
76	0.025370	750	-0.552320	-143.788795
77	0.022702	750	-0.497561	-144.286356
78	0.020209	750	-0.493746	-144.780101
79	0.017889	750	-0.466082	-145.246184
80	0.015736	750	-0.429060	-145.675244
81	0.013746	750	-0.397954	-146.073197
82	0.011916	750	-0.386471	-146.459669
83	0.010240	750	-0.348586	-146.808254
84	0.008714	750	-0.314677	-147.122932
85	0.007334	750	-0.298918	-147.421850
86	0.006093	750	-0.258134	-147.679983
87	0.004988	750	-0.244248	-147.924231
88	0.004013	750	-0.229345	-148.153576
89	0.003162	750	-0.215454	-148.369030
90	0.002430	750	-0.171315	-148.540345
91	0.001810	750	-0.147678	-148.688023
92	0.001296	750	-0.127158	-148.815181
93	0.000882	750	-0.094975	-148.910156
94	0.000559	750	-0.078575	-148.988731
95	0.000320	750	-0.065240	-149.053972
96	0.000156	750	-0.041256	-149.095227
97	0.000057	750	-0.026323	-149.121551
98	0.000010	750	-0.011324	-149.132875
99	0.000000	750	-0.002379	-149.135253
Log marginal likelihood:	-149.135253
0	0.975187	750	-2.995386	-2.995386
1	0.950747	750	-2.999549	-5.994935
2	0.926679	750	-2.930513	-8.925447
3	0.902980	750	-2.919556	-11.845004
4	0.879648	750	-2.821936	-14.666940
5	0.856682	750	-2.771966	-17.438906
6	0.834079	750	-2.758958	-20.197864
7	0.811838	750	-2.732003	-22.929867
8	0.789957	750	-2.671115	-25.600982
9	0.768433	750	-2.701611	-28.302593
10	0.747266	750	-2.602767	-30.905360
11	0.726452	750	-2.543189	-33.448549
12	0.705989	750	-2.519956	-35.968505
13	0.685877	750	-2.467736	-38.436241
14	0.666112	750	-2.431961	-40.868202
15	0.646693	750	-2.397519	-43.265721
16	0.627618	750	-2.408112	-45.673832
17	0.608884	750	-2.327034	-48.000867
18	0.590490	750	-2.303659	-50.304526
19	0.572433	750	-2.268280	-52.572806
20	0.554712	750	-2.234026	-54.806831
21	0.537324	750	-2.220783	-57.027614
22	0.520268	750	-2.160794	-59.188408
23	0.503540	750	-2.154456	-61.342864
24	0.487139	750	-2.054689	-63.397552
25	0.471063	750	-2.076884	-65.474436
26	0.455310	750	-2.041284	-67.515719
27	0.439877	750	-2.199933	-69.715652
28	0.424762	750	-2.007543	-71.723196
29	0.409963	750	-1.992922	-73.716118
30	0.395478	750	-2.040464	-75.756581
31	0.381305	750	-1.992905	-77.749486
32	0.367440	750	-1.906685	-79.656172
33	0.353883	750	-1.888373	-81.544545
34	0.340630	750	-1.910318	-83.454863
35	0.327680	750	-1.681882	-85.136745
36	0.315030	750	-1.670314	-86.807059
37	0.302677	750	-1.720474	-88.527534
38	0.290619	750	-1.784879	-90.312412
39	0.278855	750	-1.751461	-92.063873
40	0.267381	750	-1.583895	-93.647768
41	0.256195	750	-1.627896	-95.275664
42	0.245294	750	-1.594441	-96.870106
43	0.234677	750	-1.524421	-98.394527
44	0.224340	750	-1.545509	-99.940036
45	0.214281	750	-1.432702	-101.372738
46	0.204498	750	-1.495393	-102.868130
47	0.194988	750	-1.469054	-104.337184
48	0.185749	750	-1.391359	-105.728543
49	0.176777	750	-1.375419	-107.103961
50	0.168070	750	-1.342481	-108.446443
51	0.159626	750	-1.291532	-109.737975
52	0.151441	750	-1.297756	-111.035731
53	0.143514	750	-1.244595	-112.280325
54	0.135841	750	-1.197432	-113.477757
55	0.128420	750	-1.176344	-114.654101
56	0.121247	750	-1.140915	-115.795016
57	0.114320	750	-1.083424	-116.878440
58	0.107637	750	-1.070591	-117.949031
59	0.101193	750	-1.014720	-118.963751
60	0.094986	750	-0.991735	-119.955486
61	0.089014	750	-0.958774	-120.914260
62	0.083273	750	-0.913620	-121.827879
63	0.077760	750	-0.883967	-122.711846
64	0.072472	750	-0.862629	-123.574475
65	0.067406	750	-0.852743	-124.427217
66	0.062558	750	-0.794835	-125.222053
67	0.057926	750	-0.765650	-125.987702
68	0.053506	750	-0.744443	-126.732145
69	0.049295	750	-0.717984	-127.450129
70	0.045289	750	-0.702233	-128.152362
71	0.041485	750	-0.637388	-128.789750
72	0.037880	750	-0.613676	-129.403426
73	0.034469	750	-0.623758	-130.027185
74	0.031250	750	-0.592702	-130.619886
75	0.028218	750	-0.552442	-131.172328
76	0.025370	750	-0.505759	-131.678087
77	0.022702	750	-0.504917	-132.183005
78	0.020209	750	-0.474844	-132.657849
79	0.017889	750	-0.440557	-133.098405
80	0.015736	750	-0.418028	-133.516433
81	0.013746	750	-0.442962	-133.959395
82	0.011916	750	-0.362793	-134.322188
83	0.010240	750	-0.351075	-134.673263
84	0.008714	750	-0.315406	-134.988669
85	0.007334	750	-0.277145	-135.265814
86	0.006093	750	-0.265786	-135.531600
87	0.004988	750	-0.267752	-135.799352
88	0.004013	750	-0.211874	-136.011226
89	0.003162	750	-0.199792	-136.211018
90	0.002430	750	-0.167682	-136.378699
91	0.001810	750	-0.132702	-136.511401
92	0.001296	750	-0.114499	-136.625900
93	0.000882	750	-0.097401	-136.723301
94	0.000559	750	-0.072632	-136.795933
95	0.000320	750	-0.058471	-136.854404
96	0.000156	750	-0.042163	-136.896566
97	0.000057	750	-0.022142	-136.918708
98	0.000010	750	-0.011643	-136.930351
99	0.000000	750	-0.002336	-136.932687
Log marginal likelihood:	-136.932687
0	0.975187	750	-3.158787	-3.158787
1	0.950747	750	-3.120653	-6.279439
2	0.926679	750	-3.072865	-9.352304
3	0.902980	750	-3.058587	-12.410891
4	0.879648	750	-3.013515	-15.424406
5	0.856682	750	-2.957010	-18.381417
6	0.834079	750	-2.953197	-21.334614
7	0.811838	750	-2.880429	-24.215043
8	0.789957	750	-2.821133	-27.036175
9	0.768433	750	-2.780203	-29.816378
10	0.747266	750	-2.739526	-32.555904
11	0.726452	750	-2.710811	-35.266715
12	0.705989	750	-2.647872	-37.914586
13	0.685877	750	-2.648104	-40.562690
14	0.666112	750	-2.579220	-43.141910
15	0.646693	750	-2.545269	-45.687179
16	0.627618	750	-2.480268	-48.167448
17	0.608884	750	-2.471928	-50.639375
18	0.590490	750	-2.437582	-53.076957
19	0.572433	750	-2.413308	-55.490265
20	0.554712	750	-2.419183	-57.909448
21	0.537324	750	-2.295329	-60.204777
22	0.520268	750	-2.271998	-62.476776
23	0.503540	750	-2.250438	-64.727214
24	0.487139	750	-2.264293	-66.991507
25	0.471063	750	-2.133403	-69.124910
26	0.455310	750	-2.121002	-71.245913
27	0.439877	750	-2.105675	-73.351588
28	0.424762	750	-2.060746	-75.412334
29	0.409963	750	-2.087397	-77.499731
30	0.395478	750	-2.227559	-79.727290
31	0.381305	750	-2.091775	-81.819065
32	0.367440	750	-2.003653	-83.822718
33	0.353883	750	-1.883642	-85.706360
34	0.340630	750	-1.812308	-87.518667
35	0.327680	750	-1.953504	-89.472171
36	0.315030	750	-1.980492	-91.452663
37	0.302677	750	-1.955544	-93.408207
38	0.290619	750	-1.837029	-95.245236
39	0.278855	750	-1.866300	-97.111536
40	0.267381	750	-1.774228	-98.885764
41	0.256195	750	-1.665080	-100.550843
42	0.245294	750	-1.717268	-102.268111
43	0.234677	750	-1.607757	-103.875869
44	0.224340	750	-1.634970	-105.510838
45	0.214281	750	-1.550356	-107.061195
46	0.204498	750	-1.567561	-108.628755
47	0.194988	750	-1.536826	-110.165582
48	0.185749	750	-1.501446	-111.667027
49	0.176777	750	-1.452538	-113.119565
50	0.168070	750	-1.426535	-114.546101
51	0.159626	750	-1.359970	-115.906071
52	0.151441	750	-1.330333	-117.236404
53	0.143514	750	-1.301106	-118.537511
54	0.135841	750	-1.232364	-119.769874
55	0.128420	750	-1.205700	-120.975574
56	0.121247	750	-1.184760	-122.160335
57	0.114320	750	-1.155968	-123.316303
58	0.107637	750	-1.106574	-124.422877
59	0.101193	750	-1.065510	-125.488387
60	0.094986	750	-1.035229	-126.523616
61	0.089014	750	-0.988547	-127.512163
62	0.083273	750	-0.977085	-128.489248
63	0.077760	750	-0.957845	-129.447093
64	0.072472	750	-0.899908	-130.347001
65	0.067406	750	-0.900132	-131.247133
66	0.062558	750	-0.868322	-132.115454
67	0.057926	750	-0.808601	-132.924055
68	0.053506	750	-0.793748	-133.717803
69	0.049295	750	-0.780589	-134.498392
70	0.045289	750	-0.718178	-135.216570
71	0.041485	750	-0.690584	-135.907154
72	0.037880	750	-0.657796	-136.564951
73	0.034469	750	-0.638819	-137.203770
74	0.031250	750	-0.610727	-137.814497
75	0.028218	750	-0.566392	-138.380889
76	0.025370	750	-0.559951	-138.940839
77	0.022702	750	-0.513114	-139.453954
78	0.020209	750	-0.498028	-139.951982
79	0.017889	750	-0.476487	-140.428470
80	0.015736	750	-0.482858	-140.911328
81	0.013746	750	-0.389649	-141.300977
82	0.011916	750	-0.391287	-141.692264
83	0.010240	750	-0.345163	-142.037427
84	0.008714	750	-0.330423	-142.367850
85	0.007334	750	-0.317109	-142.684959
86	0.006093	750	-0.269722	-142.954681
87	0.004988	750	-0.244130	-143.198812
88	0.004013	750	-0.219282	-143.418094
89	0.003162	750	-0.200259	-143.618353
90	0.002430	750	-0.171799	-143.790152
91	0.001810	750	-0.151383	-143.941535
92	0.001296	750	-0.135412	-144.076946
93	0.000882	750	-0.104024	-144.180971
94	0.000559	750	-0.087907	-144.268878
95	0.000320	750	-0.066442	-144.335320
96	0.000156	750	-0.038477	-144.373797
97	0.000057	750	-0.026623	-144.400420
98	0.000010	750	-0.011785	-144.412205
99	0.000000	750	-0.002518	-144.414722
Log marginal likelihood:	-144.414722
0	0.975187	750	-3.347275	-3.347275
1	0.950747	750	-3.272170	-6.619445
2	0.926679	750	-3.224221	-9.843666
3	0.902980	750	-3.125049	-12.968714
4	0.879648	750	-3.132181	-16.100895
5	0.856682	750	-3.109608	-19.210503
6	0.834079	750	-3.010902	-22.221405
7	0.811838	750	-2.973608	-25.195013
8	0.789957	750	-2.925710	-28.120723
9	0.768433	750	-2.880965	-31.001688
10	0.747266	750	-2.876321	-33.878008
11	0.726452	750	-2.834906	-36.712914
12	0.705989	750	-2.863779	-39.576694
13	0.685877	750	-2.799889	-42.376582
14	0.666112	750	-2.666295	-45.042877
15	0.646693	750	-2.608734	-47.651611
16	0.627618	750	-2.671351	-50.322962
17	0.608884	750	-2.617259	-52.940222
18	0.590490	750	-2.493384	-55.433606
19	0.572433	750	-2.521103	-57.954709
20	0.554712	750	-2.395970	-60.350679
21	0.537324	750	-2.444895	-62.795574
22	0.520268	750	-2.413734	-65.209308
23	0.503540	750	-2.332139	-67.541447
24	0.487139	750	-2.315593	-69.857040
25	0.471063	750	-2.236075	-72.093115
26	0.455310	750	-2.262254	-74.355370
27	0.439877	750	-2.276103	-76.631473
28	0.424762	750	-2.152629	-78.784102
29	0.409963	750	-2.238409	-81.022511
30	0.395478	750	-2.060036	-83.082547
31	0.381305	750	-2.047101	-85.129648
32	0.367440	750	-1.994993	-87.124641
33	0.353883	750	-1.980573	-89.105214
34	0.340630	750	-2.003049	-91.108263
35	0.327680	750	-1.925638	-93.033901
36	0.315030	750	-1.917317	-94.951218
37	0.302677	750	-1.904452	-96.855671
38	0.290619	750	-1.779602	-98.635272
39	0.278855	750	-1.783948	-100.419221
40	0.267381	750	-1.787858	-102.207079
41	0.256195	750	-1.713814	-103.920892
42	0.245294	750	-1.692439	-105.613332
43	0.234677	750	-1.666466	-107.279797
44	0.224340	750	-1.622474	-108.902272
45	0.214281	750	-1.530073	-110.432345
46	0.204498	750	-1.524777	-111.957122
47	0.194988	750	-1.492891	-113.450013
48	0.185749	750	-1.440699	-114.890712
49	0.176777	750	-1.398422	-116.289134
50	0.168070	750	-1.406457	-117.695591
51	0.159626	750	-1.348747	-119.044338
52	0.151441	750	-1.295748	-120.340086
53	0.143514	750	-1.262984	-121.603070
54	0.135841	750	-1.228466	-122.831536
55	0.128420	750	-1.167734	-123.999270
56	0.121247	750	-1.158876	-125.158146
57	0.114320	750	-1.134660	-126.292805
58	0.107637	750	-1.078831	-127.371637
59	0.101193	750	-1.059085	-128.430722
60	0.094986	750	-1.019052	-129.449774
61	0.089014	750	-0.978282	-130.428056
62	0.083273	750	-0.949962	-131.378018
63	0.077760	750	-0.938128	-132.316146
64	0.072472	750	-0.900794	-133.216941
65	0.067406	750	-0.859161	-134.076102
66	0.062558	750	-0.826959	-134.903061
67	0.057926	750	-0.800871	-135.703932
68	0.053506	750	-0.768618	-136.472550
69	0.049295	750	-0.748292	-137.220842
70	0.045289	750	-0.721503	-137.942345
71	0.041485	750	-0.691794	-138.634139
72	0.037880	750	-0.643299	-139.277439
73	0.034469	750	-0.639528	-139.916966
74	0.031250	750	-0.596710	-140.513676
75	0.028218	750	-0.575087	-141.088763
76	0.025370	750	-0.557049	-141.645812
77	0.022702	750	-0.535503	-142.181315
78	0.020209	750	-0.511894	-142.693209
79	0.017889	750	-0.461711	-143.154921
80	0.015736	750	-0.436586	-143.591506
81	0.013746	750	-0.393401	-143.984907
82	0.011916	750	-0.376884	-144.361790
83	0.010240	750	-0.382534	-144.744324
84	0.008714	750	-0.362379	-145.106703
85	0.007334	750	-0.331802	-145.438505
86	0.006093	750	-0.293063	-145.731568
87	0.004988	750	-0.238352	-145.969920
88	0.004013	750	-0.218047	-146.187968
89	0.003162	750	-0.187112	-146.375079
90	0.002430	750	-0.180153	-146.555232
91	0.001810	750	-0.155664	-146.710896
92	0.001296	750	-0.118554	-146.829450
93	0.000882	750	-0.098123	-146.927573
94	0.000559	750	-0.080754	-147.008327
95	0.000320	750	-0.056641	-147.064969
96	0.000156	750	-0.044204	-147.109172
97	0.000057	750	-0.024781	-147.133953
98	0.000010	750	-0.010932	-147.144886
99	0.000000	750	-0.002275	-147.147161
Log marginal likelihood:	-147.147161
0	0.975187	750	-2.957672	-2.957672
1	0.950747	750	-2.945335	-5.903007
2	0.926679	750	-2.884155	-8.787162
3	0.902980	750	-2.843913	-11.631075
4	0.879648	750	-2.810699	-14.441774
5	0.856682	750	-2.790575	-17.232349
6	0.834079	750	-2.736846	-19.969195
7	0.811838	750	-2.669122	-22.638317
8	0.789957	750	-2.659342	-25.297659
9	0.768433	750	-2.614777	-27.912435
10	0.747266	750	-2.599204	-30.511640
11	0.726452	750	-2.511778	-33.023418
12	0.705989	750	-2.469848	-35.493266
13	0.685877	750	-2.479669	-37.972935
14	0.666112	750	-2.429475	-40.402410
15	0.646693	750	-2.450260	-42.852670
16	0.627618	750	-2.352771	-45.205441
17	0.608884	750	-2.286542	-47.491983
18	0.590490	750	-2.254012	-49.745994
19	0.572433	750	-2.295329	-52.041323
20	0.554712	750	-2.314115	-54.355438
21	0.537324	750	-2.160197	-56.515635
22	0.520268	750	-2.158347	-58.673983
23	0.503540	750	-2.076890	-60.750872
24	0.487139	750	-2.051979	-62.802851
25	0.471063	750	-2.097534	-64.900386
26	0.455310	750	-2.025080	-66.925466
27	0.439877	750	-1.972766	-68.898232
28	0.424762	750	-1.924381	-70.822613
29	0.409963	750	-1.850688	-72.673301
30	0.395478	750	-1.891517	-74.564818
31	0.381305	750	-1.849887	-76.414705
32	0.367440	750	-1.824206	-78.238912
33	0.353883	750	-1.905578	-80.144489
34	0.340630	750	-1.806912	-81.951402
35	0.327680	750	-1.740508	-83.691910
36	0.315030	750	-1.762924	-85.454834
37	0.302677	750	-1.656997	-87.111832
38	0.290619	750	-1.667867	-88.779698
39	0.278855	750	-1.729272	-90.508970
40	0.267381	750	-1.633289	-92.142259
41	0.256195	750	-1.605109	-93.747368
42	0.245294	750	-1.601763	-95.349131
43	0.234677	750	-1.550213	-96.899344
44	0.224340	750	-1.521131	-98.420475
45	0.214281	750	-1.448078	-99.868553
46	0.204498	750	-1.394199	-101.262753
47	0.194988	750	-1.411838	-102.674591
48	0.185749	750	-1.400829	-104.075420
49	0.176777	750	-1.343996	-105.419416
50	0.168070	750	-1.328220	-106.747636
51	0.159626	750	-1.262336	-108.009973
52	0.151441	750	-1.203535	-109.213507
53	0.143514	750	-1.177064	-110.390571
54	0.135841	750	-1.172240	-111.562812
55	0.128420	750	-1.131443	-112.694254
56	0.121247	750	-1.083603	-113.777858
57	0.114320	750	-1.062034	-114.839891
58	0.107637	750	-1.032501	-115.872392
59	0.101193	750	-0.996326	-116.868718
60	0.094986	750	-0.983204	-117.851921
61	0.089014	750	-0.939655	-118.791576
62	0.083273	750	-0.912971	-119.704547
63	0.077760	750	-0.880364	-120.584911
64	0.072472	750	-0.844065	-121.428976
65	0.067406	750	-0.797206	-122.226182
66	0.062558	750	-0.823714	-123.049896
67	0.057926	750	-0.743340	-123.793237
68	0.053506	750	-0.737276	-124.530513
69	0.049295	750	-0.687774	-125.218288
70	0.045289	750	-0.670220	-125.888508
71	0.041485	750	-0.653933	-126.542441
72	0.037880	750	-0.631383	-127.173824
73	0.034469	750	-0.610831	-127.784655
74	0.031250	750	-0.611980	-128.396636
75	0.028218	750	-0.541095	-128.937731
76	0.025370	750	-0.511070	-129.448801
77	0.022702	750	-0.480610	-129.929411
78	0.020209	750	-0.458592	-130.388003
79	0.017889	750	-0.430342	-130.818345
80	0.015736	750	-0.410639	-131.228983
81	0.013746	750	-0.392050	-131.621034
82	0.011916	750	-0.365370	-131.986403
83	0.010240	750	-0.354712	-132.341115
84	0.008714	750	-0.312789	-132.653905
85	0.007334	750	-0.269254	-132.923159
86	0.006093	750	-0.268196	-133.191355
87	0.004988	750	-0.241772	-133.433128
88	0.004013	750	-0.229228	-133.662355
89	0.003162	750	-0.187849	-133.850204
90	0.002430	750	-0.185868	-134.036072
91	0.001810	750	-0.150127	-134.186199
92	0.001296	750	-0.132518	-134.318717
93	0.000882	750	-0.093670	-134.412387
94	0.000559	750	-0.073746	-134.486133
95	0.000320	750	-0.058717	-134.544850
96	0.000156	750	-0.039161	-134.584011
97	0.000057	750	-0.026110	-134.610121
98	0.000010	750	-0.010775	-134.620896
99	0.000000	750	-0.002259	-134.623155
Log marginal likelihood:	-134.623155
0	0.975187	750	-3.352116	-3.352116
1	0.950747	750	-3.339928	-6.692043
2	0.926679	750	-3.259927	-9.951970
3	0.902980	750	-3.368926	-13.320896
4	0.879648	750	-3.220889	-16.541785
5	0.856682	750	-3.336432	-19.878217
6	0.834079	750	-3.204192	-23.082409
7	0.811838	750	-3.022546	-26.104954
8	0.789957	750	-3.067675	-29.172629
9	0.768433	750	-2.950052	-32.122682
10	0.747266	750	-2.978013	-35.100695
11	0.726452	750	-2.853358	-37.954053
12	0.705989	750	-2.826129	-40.780182
13	0.685877	750	-2.787513	-43.567695
14	0.666112	750	-2.755446	-46.323141
15	0.646693	750	-2.772852	-49.095993
16	0.627618	750	-2.738296	-51.834290
17	0.608884	750	-2.733476	-54.567766
18	0.590490	750	-2.536549	-57.104315
19	0.572433	750	-2.532094	-59.636409
20	0.554712	750	-2.458413	-62.094822
21	0.537324	750	-2.439520	-64.534342
22	0.520268	750	-2.572459	-67.106802
23	0.503540	750	-2.364232	-69.471034
24	0.487139	750	-2.344878	-71.815911
25	0.471063	750	-2.372797	-74.188708
26	0.455310	750	-2.240695	-76.429403
27	0.439877	750	-2.124161	-78.553564
28	0.424762	750	-2.244155	-80.797720
29	0.409963	750	-2.265624	-83.063343
30	0.395478	750	-2.168507	-85.231851
31	0.381305	750	-2.136557	-87.368408
32	0.367440	750	-2.099244	-89.467651
33	0.353883	750	-2.049290	-91.516941
34	0.340630	750	-2.015020	-93.531961
35	0.327680	750	-1.976740	-95.508702
36	0.315030	750	-1.901913	-97.410615
37	0.302677	750	-1.865097	-99.275712
38	0.290619	750	-1.828515	-101.104226
39	0.278855	750	-1.776459	-102.880685
40	0.267381	750	-1.747853	-104.628539
41	0.256195	750	-1.722002	-106.350541
42	0.245294	750	-1.672724	-108.023265
43	0.234677	750	-1.632919	-109.656184
44	0.224340	750	-1.608976	-111.265160
45	0.214281	750	-1.511090	-112.776251
46	0.204498	750	-1.533007	-114.309258
47	0.194988	750	-1.470869	-115.780127
48	0.185749	750	-1.434418	-117.214544
49	0.176777	750	-1.417115	-118.631659
50	0.168070	750	-1.370494	-120.002154
51	0.159626	750	-1.314547	-121.316700
