Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               1000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
86	0.006093	750	-0.290434	-168.086529
87	0.004988	750	-0.246486	-168.333015
88	0.004013	750	-0.252171	-168.585187
89	0.003162	750	-0.218013	-168.803200
90	0.002430	750	-0.210686	-169.013885
91	0.001810	750	-0.175796	-169.189682
92	0.001296	750	-0.133446	-169.323128
93	0.000882	750	-0.108325	-169.431453
94	0.000559	750	-0.082269	-169.513722
95	0.000320	750	-0.064026	-169.577748
96	0.000156	750	-0.046406	-169.624154
97	0.000057	750	-0.026458	-169.650612
98	0.000010	750	-0.012272	-169.662883
99	0.000000	750	-0.002742	-169.665625
Log marginal likelihood:	-169.665625
0	0.975187	750	-3.431874	-3.431874
1	0.950747	750	-3.399650	-6.831524
2	0.926679	750	-3.346815	-10.178339
3	0.902980	750	-3.284222	-13.462562
4	0.879648	750	-3.260626	-16.723187
5	0.856682	750	-3.175873	-19.899060
6	0.834079	750	-3.144281	-23.043342
7	0.811838	750	-3.092392	-26.135734
8	0.789957	750	-3.056428	-29.192162
9	0.768433	750	-2.993530	-32.185691
10	0.747266	750	-2.968940	-35.154632
11	0.726452	750	-2.895659	-38.050291
12	0.705989	750	-2.941707	-40.991999
13	0.685877	750	-2.884064	-43.876062
14	0.666112	750	-2.750138	-46.626201
15	0.646693	750	-2.743422	-49.369623
16	0.627618	750	-2.713328	-52.082951
17	0.608884	750	-2.630213	-54.713165
18	0.590490	750	-2.639903	-57.353068
19	0.572433	750	-2.540626	-59.893694
20	0.554712	750	-2.514423	-62.408117
21	0.537324	750	-2.480181	-64.888298
22	0.520268	750	-2.443573	-67.331870
23	0.503540	750	-2.396146	-69.728016
24	0.487139	750	-2.317372	-72.045389
25	0.471063	750	-2.307469	-74.352858
26	0.455310	750	-2.239981	-76.592839
27	0.439877	750	-2.236518	-78.829357
28	0.424762	750	-2.194907	-81.024264
29	0.409963	750	-2.158081	-83.182345
30	0.395478	750	-2.155682	-85.338027
31	0.381305	750	-2.052961	-87.390988
32	0.367440	750	-2.047595	-89.438583
33	0.353883	750	-1.967662	-91.406245
34	0.340630	750	-1.938982	-93.345227
35	0.327680	750	-1.881893	-95.227120
36	0.315030	750	-1.881501	-97.108622
37	0.302677	750	-1.827449	-98.936070
38	0.290619	750	-1.787566	-100.723636
39	0.278855	750	-1.753425	-102.477062
40	0.267381	750	-1.846033	-104.323095
41	0.256195	750	-1.660318	-105.983413
42	0.245294	750	-1.625849	-107.609262
43	0.234677	750	-1.582996	-109.192258
44	0.224340	750	-1.578455	-110.770713
45	0.214281	750	-1.552315	-112.323029
46	0.204498	750	-1.639516	-113.962544
47	0.194988	750	-1.614781	-115.577325
48	0.185749	750	-1.544350	-117.121675
49	0.176777	750	-1.538308	-118.659983
50	0.168070	750	-1.407183	-120.067166
51	0.159626	750	-1.413989	-121.481155
52	0.151441	750	-1.300545	-122.781700
53	0.143514	750	-1.338371	-124.120071
54	0.135841	750	-1.295988	-125.416059
55	0.128420	750	-1.276206	-126.692265
56	0.121247	750	-1.242862	-127.935127
57	0.114320	750	-1.220238	-129.155365
58	0.107637	750	-1.175346	-130.330712
59	0.101193	750	-1.108224	-131.438935
60	0.094986	750	-1.122500	-132.561435
61	0.089014	750	-0.995707	-133.557142
62	0.083273	750	-1.015194	-134.572336
63	0.077760	750	-1.007256	-135.579593
64	0.072472	750	-0.968443	-136.548036
65	0.067406	750	-0.918242	-137.466278
66	0.062558	750	-0.874516	-138.340794
67	0.057926	750	-0.857288	-139.198081
68	0.053506	750	-0.802481	-140.000562
69	0.049295	750	-0.780406	-140.780969
70	0.045289	750	-0.753710	-141.534678
71	0.041485	750	-0.711343	-142.246022
72	0.037880	750	-0.688233	-142.934254
73	0.034469	750	-0.656529	-143.590784
74	0.031250	750	-0.618104	-144.208888
75	0.028218	750	-0.592264	-144.801151
76	0.025370	750	-0.566500	-145.367651
77	0.022702	750	-0.517623	-145.885274
78	0.020209	750	-0.497400	-146.382674
79	0.017889	750	-0.473370	-146.856043
80	0.015736	750	-0.437751	-147.293795
81	0.013746	750	-0.455152	-147.748946
82	0.011916	750	-0.391035	-148.139981
83	0.010240	750	-0.373264	-148.513245
84	0.008714	750	-0.341261	-148.854506
85	0.007334	750	-0.311083	-149.165589
86	0.006093	750	-0.292519	-149.458107
87	0.004988	750	-0.265299	-149.723406
88	0.004013	750	-0.245959	-149.969365
89	0.003162	750	-0.207209	-150.176574
90	0.002430	750	-0.177685	-150.354259
91	0.001810	750	-0.159684	-150.513943
92	0.001296	750	-0.137580	-150.651523
93	0.000882	750	-0.104340	-150.755863
94	0.000559	750	-0.081338	-150.837201
95	0.000320	750	-0.063394	-150.900595
96	0.000156	750	-0.043610	-150.944204
97	0.000057	750	-0.027099	-150.971304
98	0.000010	750	-0.013134	-150.984438
99	0.000000	750	-0.002792	-150.987230
Log marginal likelihood:	-150.987230
0	0.975187	750	-3.407117	-3.407117
1	0.950747	750	-3.386863	-6.793980
2	0.926679	750	-3.320439	-10.114418
3	0.902980	750	-3.270808	-13.385226
4	0.879648	750	-3.221964	-16.607190
5	0.856682	750	-3.173725	-19.780915
6	0.834079	750	-3.150594	-22.931509
7	0.811838	750	-3.085182	-26.016690
8	0.789957	750	-3.016157	-29.032848
9	0.768433	750	-2.980322	-32.013169
10	0.747266	750	-2.936707	-34.949877
11	0.726452	750	-2.890860	-37.840737
12	0.705989	750	-2.820829	-40.661566
13	0.685877	750	-2.774177	-43.435743
14	0.666112	750	-2.731893	-46.167636
15	0.646693	750	-2.721444	-48.889080
16	0.627618	750	-2.640182	-51.529262
17	0.608884	750	-2.606290	-54.135552
18	0.590490	750	-2.550823	-56.686375
19	0.572433	750	-2.509455	-59.195830
20	0.554712	750	-2.480478	-61.676308
21	0.537324	750	-2.427222	-64.103530
22	0.520268	750	-2.405931	-66.509461
23	0.503540	750	-2.390447	-68.899908
24	0.487139	750	-2.317394	-71.217302
25	0.471063	750	-2.350244	-73.567546
26	0.455310	750	-2.285019	-75.852565
27	0.439877	750	-2.238456	-78.091021
28	0.424762	750	-2.206764	-80.297785
29	0.409963	750	-2.154051	-82.451836
30	0.395478	750	-2.063751	-84.515587
31	0.381305	750	-2.135305	-86.650892
32	0.367440	750	-2.077390	-88.728282
33	0.353883	750	-1.997057	-90.725339
34	0.340630	750	-1.956251	-92.681589
35	0.327680	750	-1.867805	-94.549395
36	0.315030	750	-1.900643	-96.450037
37	0.302677	750	-1.848183	-98.298221
38	0.290619	750	-1.789500	-100.087721
39	0.278855	750	-1.891198	-101.978919
40	0.267381	750	-1.751753	-103.730672
41	0.256195	750	-1.778146	-105.508818
42	0.245294	750	-1.754622	-107.263440
43	0.234677	750	-1.578609	-108.842049
44	0.224340	750	-1.555921	-110.397970
45	0.214281	750	-1.539238	-111.937207
46	0.204498	750	-1.553027	-113.490234
47	0.194988	750	-1.479872	-114.970106
48	0.185749	750	-1.452852	-116.422958
49	0.176777	750	-1.548104	-117.971062
50	0.168070	750	-1.417825	-119.388887
51	0.159626	750	-1.435220	-120.824107
52	0.151441	750	-1.430485	-122.254592
53	0.143514	750	-1.376206	-123.630797
54	0.135841	750	-1.234153	-124.864950
55	0.128420	750	-1.264651	-126.129601
56	0.121247	750	-1.236973	-127.366575
57	0.114320	750	-1.222103	-128.588678
58	0.107637	750	-1.203796	-129.792473
59	0.101193	750	-1.131939	-130.924412
60	0.094986	750	-1.131737	-132.056149
61	0.089014	750	-1.033815	-133.089964
62	0.083273	750	-1.021894	-134.111859
63	0.077760	750	-1.002644	-135.114503
64	0.072472	750	-0.990558	-136.105060
65	0.067406	750	-0.929746	-137.034806
66	0.062558	750	-0.903135	-137.937941
67	0.057926	750	-0.865460	-138.803401
68	0.053506	750	-0.844372	-139.647773
69	0.049295	750	-0.765962	-140.413735
70	0.045289	750	-0.770958	-141.184693
71	0.041485	750	-0.749417	-141.934110
72	0.037880	750	-0.690307	-142.624417
73	0.034469	750	-0.664912	-143.289330
74	0.031250	750	-0.641003	-143.930333
75	0.028218	750	-0.617159	-144.547492
76	0.025370	750	-0.572893	-145.120385
77	0.022702	750	-0.547830	-145.668215
78	0.020209	750	-0.515737	-146.183952
79	0.017889	750	-0.476809	-146.660761
80	0.015736	750	-0.444230	-147.104992
81	0.013746	750	-0.438867	-147.543858
82	0.011916	750	-0.387333	-147.931191
83	0.010240	750	-0.359034	-148.290226
84	0.008714	750	-0.353110	-148.643336
85	0.007334	750	-0.313333	-148.956669
86	0.006093	750	-0.290980	-149.247649
87	0.004988	750	-0.248939	-149.496588
88	0.004013	750	-0.249795	-149.746383
89	0.003162	750	-0.208773	-149.955156
90	0.002430	750	-0.192894	-150.148050
91	0.001810	750	-0.149419	-150.297470
92	0.001296	750	-0.134381	-150.431851
93	0.000882	750	-0.108765	-150.540616
94	0.000559	750	-0.080781	-150.621397
95	0.000320	750	-0.058406	-150.679804
96	0.000156	750	-0.044772	-150.724576
97	0.000057	750	-0.028069	-150.752645
98	0.000010	750	-0.011455	-150.764101
99	0.000000	750	-0.002652	-150.766753
Log marginal likelihood:	-150.766753
0	0.975187	750	-3.550254	-3.550254
1	0.950747	750	-3.488098	-7.038352
2	0.926679	750	-3.431284	-10.469637
3	0.902980	750	-3.376692	-13.846329
4	0.879648	750	-3.329986	-17.176315
5	0.856682	750	-3.277829	-20.454144
6	0.834079	750	-3.246612	-23.700756
7	0.811838	750	-3.196236	-26.896992
8	0.789957	750	-3.134346	-30.031338
9	0.768433	750	-3.084892	-33.116230
10	0.747266	750	-3.044397	-36.160627
11	0.726452	750	-2.996823	-39.157450
12	0.705989	750	-2.942408	-42.099858
13	0.685877	750	-2.888664	-44.988522
14	0.666112	750	-2.843101	-47.831623
15	0.646693	750	-2.789395	-50.621018
16	0.627618	750	-2.731806	-53.352824
17	0.608884	750	-2.697611	-56.050435
18	0.590490	750	-2.657447	-58.707882
19	0.572433	750	-2.608335	-61.316216
20	0.554712	750	-2.565881	-63.882098
21	0.537324	750	-2.517854	-66.399952
22	0.520268	750	-2.501454	-68.901406
23	0.503540	750	-2.416804	-71.318210
24	0.487139	750	-2.383302	-73.701512
25	0.471063	750	-2.375575	-76.077087
26	0.455310	750	-2.348654	-78.425741
27	0.439877	750	-2.253025	-80.678766
28	0.424762	750	-2.236321	-82.915086
29	0.409963	750	-2.166791	-85.081878
30	0.395478	750	-2.144537	-87.226415
31	0.381305	750	-2.170631	-89.397046
32	0.367440	750	-2.039230	-91.436276
33	0.353883	750	-2.124727	-93.561003
34	0.340630	750	-1.977424	-95.538427
35	0.327680	750	-1.943119	-97.481545
36	0.315030	750	-1.940730	-99.422276
37	0.302677	750	-1.874472	-101.296747
38	0.290619	750	-1.935260	-103.232007
39	0.278855	750	-1.852318	-105.084325
40	0.267381	750	-1.860240	-106.944565
41	0.256195	750	-1.748513	-108.693078
42	0.245294	750	-1.842656	-110.535734
43	0.234677	750	-1.723003	-112.258737
44	0.224340	750	-1.709584	-113.968321
45	0.214281	750	-1.614656	-115.582977
46	0.204498	750	-1.644741	-117.227718
47	0.194988	750	-1.652416	-118.880134
48	0.185749	750	-1.532514	-120.412647
49	0.176777	750	-1.502332	-121.914979
50	0.168070	750	-1.514746	-123.429725
51	0.159626	750	-1.424333	-124.854059
52	0.151441	750	-1.424226	-126.278284
53	0.143514	750	-1.337567	-127.615852
54	0.135841	750	-1.310195	-128.926047
55	0.128420	750	-1.327516	-130.253563
56	0.121247	750	-1.273624	-131.527187
57	0.114320	750	-1.255162	-132.782349
58	0.107637	750	-1.196314	-133.978663
59	0.101193	750	-1.190853	-135.169517
60	0.094986	750	-1.126492	-136.296008
61	0.089014	750	-1.096714	-137.392723
62	0.083273	750	-1.015381	-138.408104
63	0.077760	750	-1.021912	-139.430016
64	0.072472	750	-0.962577	-140.392593
65	0.067406	750	-0.933363	-141.325956
66	0.062558	750	-0.911000	-142.236957
67	0.057926	750	-0.882538	-143.119494
68	0.053506	750	-0.843649	-143.963144
69	0.049295	750	-0.814278	-144.777421
70	0.045289	750	-0.775610	-145.553032
71	0.041485	750	-0.727565	-146.280597
72	0.037880	750	-0.694633	-146.975230
73	0.034469	750	-0.663226	-147.638456
74	0.031250	750	-0.644369	-148.282826
75	0.028218	750	-0.598936	-148.881762
76	0.025370	750	-0.587101	-149.468863
77	0.022702	750	-0.552502	-150.021365
78	0.020209	750	-0.516204	-150.537569
79	0.017889	750	-0.495296	-151.032866
80	0.015736	750	-0.463898	-151.496764
81	0.013746	750	-0.417706	-151.914470
82	0.011916	750	-0.385193	-152.299663
83	0.010240	750	-0.377607	-152.677270
84	0.008714	750	-0.341477	-153.018747
85	0.007334	750	-0.332366	-153.351113
86	0.006093	750	-0.277453	-153.628566
87	0.004988	750	-0.261001	-153.889567
88	0.004013	750	-0.243172	-154.132739
89	0.003162	750	-0.200567	-154.333305
90	0.002430	750	-0.173331	-154.506637
91	0.001810	750	-0.156012	-154.662648
92	0.001296	750	-0.133428	-154.796076
93	0.000882	750	-0.100603	-154.896679
94	0.000559	750	-0.090251	-154.986930
95	0.000320	750	-0.061444	-155.048374
96	0.000156	750	-0.043902	-155.092277
97	0.000057	750	-0.025935	-155.118212
98	0.000010	750	-0.013364	-155.131575
99	0.000000	750	-0.002722	-155.134297
Log marginal likelihood:	-155.134297
0	0.975187	750	-3.366317	-3.366317
1	0.950747	750	-3.318760	-6.685077
2	0.926679	750	-3.272751	-9.957829
3	0.902980	750	-3.219113	-13.176942
4	0.879648	750	-3.175398	-16.352339
5	0.856682	750	-3.130117	-19.482456
6	0.834079	750	-3.072059	-22.554515
7	0.811838	750	-3.024898	-25.579413
8	0.789957	750	-2.995174	-28.574587
9	0.768433	750	-2.929439	-31.504025
10	0.747266	750	-2.884753	-34.388779
11	0.726452	750	-2.833917	-37.222696
12	0.705989	750	-2.819155	-40.041851
13	0.685877	750	-2.756809	-42.798659
14	0.666112	750	-2.718543	-45.517202
15	0.646693	750	-2.719589	-48.236791
16	0.627618	750	-2.635026	-50.871817
17	0.608884	750	-2.560605	-53.432422
18	0.590490	750	-2.520704	-55.953126
19	0.572433	750	-2.474970	-58.428095
20	0.554712	750	-2.488178	-60.916274
21	0.537324	750	-2.396639	-63.312913
22	0.520268	750	-2.369192	-65.682105
23	0.503540	750	-2.329712	-68.011816
24	0.487139	750	-2.297892	-70.309708
25	0.471063	750	-2.251282	-72.560990
26	0.455310	750	-2.218557	-74.779547
27	0.439877	750	-2.276438	-77.055985
28	0.424762	750	-2.120594	-79.176579
29	0.409963	750	-2.061867	-81.238446
30	0.395478	750	-2.059107	-83.297553
31	0.381305	750	-2.047595	-85.345148
32	0.367440	750	-2.053394	-87.398542
33	0.353883	750	-2.004898	-89.403440
34	0.340630	750	-1.988283	-91.391723
35	0.327680	750	-1.946823	-93.338547
36	0.315030	750	-1.860743	-95.199290
37	0.302677	750	-1.784105	-96.983395
38	0.290619	750	-1.821455	-98.804850
39	0.278855	750	-1.753378	-100.558228
40	0.267381	750	-1.737105	-102.295334
41	0.256195	750	-1.705904	-104.001237
42	0.245294	750	-1.676404	-105.677642
43	0.234677	750	-1.665823	-107.343465
44	0.224340	750	-1.604678	-108.948143
45	0.214281	750	-1.606724	-110.554867
46	0.204498	750	-1.529290	-112.084157
47	0.194988	750	-1.544585	-113.628742
48	0.185749	750	-1.449345	-115.078087
49	0.176777	750	-1.485017	-116.563104
50	0.168070	750	-1.439175	-118.002280
51	0.159626	750	-1.448279	-119.450559
52	0.151441	750	-1.340370	-120.790929
53	0.143514	750	-1.366916	-122.157845
54	0.135841	750	-1.359512	-123.517357
55	0.128420	750	-1.290585	-124.807942
56	0.121247	750	-1.203380	-126.011322
57	0.114320	750	-1.223760	-127.235082
58	0.107637	750	-1.186094	-128.421177
59	0.101193	750	-1.142865	-129.564042
60	0.094986	750	-1.106765	-130.670807
61	0.089014	750	-1.069189	-131.739996
62	0.083273	750	-1.033694	-132.773690
63	0.077760	750	-0.988539	-133.762229
64	0.072472	750	-0.962324	-134.724554
65	0.067406	750	-0.934444	-135.658998
66	0.062558	750	-0.893528	-136.552526
67	0.057926	750	-0.847421	-137.399948
68	0.053506	750	-0.822402	-138.222349
69	0.049295	750	-0.774295	-138.996644
70	0.045289	750	-0.747574	-139.744218
71	0.041485	750	-0.725090	-140.469308
72	0.037880	750	-0.693190	-141.162498
73	0.034469	750	-0.654129	-141.816627
74	0.031250	750	-0.623415	-142.440042
75	0.028218	750	-0.593044	-143.033086
76	0.025370	750	-0.563904	-143.596990
77	0.022702	750	-0.536142	-144.133132
78	0.020209	750	-0.505232	-144.638364
79	0.017889	750	-0.477837	-145.116200
80	0.015736	750	-0.457291	-145.573491
81	0.013746	750	-0.415842	-145.989333
82	0.011916	750	-0.399075	-146.388408
83	0.010240	750	-0.363828	-146.752236
84	0.008714	750	-0.325121	-147.077357
85	0.007334	750	-0.306349	-147.383706
86	0.006093	750	-0.293026	-147.676732
87	0.004988	750	-0.258862	-147.935595
88	0.004013	750	-0.234705	-148.170299
89	0.003162	750	-0.204292	-148.374591
90	0.002430	750	-0.167678	-148.542269
91	0.001810	750	-0.150328	-148.692598
92	0.001296	750	-0.126145	-148.818743
93	0.000882	750	-0.107005	-148.925748
94	0.000559	750	-0.089926	-149.015674
95	0.000320	750	-0.064145	-149.079819
96	0.000156	750	-0.044375	-149.124194
97	0.000057	750	-0.026398	-149.150592
98	0.000010	750	-0.012993	-149.163585
99	0.000000	750	-0.002748	-149.166333
Log marginal likelihood:	-149.166333
0	0.975187	750	-3.588914	-3.588914
1	0.950747	750	-3.550759	-7.139673
2	0.926679	750	-3.483373	-10.623046
3	0.902980	750	-3.445083	-14.068129
4	0.879648	750	-3.402835	-17.470964
5	0.856682	750	-3.320723	-20.791688
6	0.834079	750	-3.294517	-24.086205
7	0.811838	750	-3.255582	-27.341787
8	0.789957	750	-3.192521	-30.534308
9	0.768433	750	-3.124450	-33.658757
10	0.747266	750	-3.078502	-36.737259
11	0.726452	750	-3.042189	-39.779448
12	0.705989	750	-3.014268	-42.793716
13	0.685877	750	-2.928821	-45.722537
14	0.666112	750	-2.882662	-48.605199
15	0.646693	750	-2.836015	-51.441214
16	0.627618	750	-2.779644	-54.220858
17	0.608884	750	-2.753126	-56.973984
18	0.590490	750	-2.722255	-59.696239
19	0.572433	750	-2.668848	-62.365087
20	0.554712	750	-2.609127	-64.974214
21	0.537324	750	-2.626899	-67.601114
22	0.520268	750	-2.525286	-70.126400
23	0.503540	750	-2.531154	-72.657554
24	0.487139	750	-2.418559	-75.076113
25	0.471063	750	-2.373664	-77.449777
26	0.455310	750	-2.395479	-79.845256
27	0.439877	750	-2.383246	-82.228502
28	0.424762	750	-2.268985	-84.497487
29	0.409963	750	-2.233638	-86.731125
30	0.395478	750	-2.180650	-88.911775
31	0.381305	750	-2.280741	-91.192516
32	0.367440	750	-2.206402	-93.398918
33	0.353883	750	-2.128041	-95.526959
34	0.340630	750	-2.140343	-97.667302
35	0.327680	750	-2.100055	-99.767357
36	0.315030	750	-2.001060	-101.768417
37	0.302677	750	-2.093773	-103.862190
38	0.290619	750	-1.918121	-105.780311
39	0.278855	750	-1.936943	-107.717255
40	0.267381	750	-1.878463	-109.595717
41	0.256195	750	-1.842089	-111.437807
42	0.245294	750	-1.826419	-113.264226
43	0.234677	750	-1.716349	-114.980575
44	0.224340	750	-1.767280	-116.747855
45	0.214281	750	-1.695669	-118.443523
46	0.204498	750	-1.677228	-120.120752
47	0.194988	750	-1.617654	-121.738406
48	0.185749	750	-1.547543	-123.285949
49	0.176777	750	-1.501790	-124.787739
50	0.168070	750	-1.500507	-126.288247
51	0.159626	750	-1.448635	-127.736882
