Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               1000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
73	0.034469	750	-1.147070	-263.532574
74	0.031250	750	-1.098149	-264.630723
75	0.028218	750	-1.020378	-265.651101
76	0.025370	750	-0.986482	-266.637583
77	0.022702	750	-0.919205	-267.556788
78	0.020209	750	-0.859218	-268.416006
79	0.017889	750	-0.801010	-269.217016
80	0.015736	750	-0.779255	-269.996272
81	0.013746	750	-0.716930	-270.713202
82	0.011916	750	-0.648590	-271.361792
83	0.010240	750	-0.623984	-271.985776
84	0.008714	750	-0.575559	-272.561335
85	0.007334	750	-0.512202	-273.073537
86	0.006093	750	-0.484106	-273.557643
87	0.004988	750	-0.429148	-273.986792
88	0.004013	750	-0.393094	-274.379886
89	0.003162	750	-0.344794	-274.724680
90	0.002430	750	-0.312888	-275.037567
91	0.001810	750	-0.260756	-275.298324
92	0.001296	750	-0.212125	-275.510448
93	0.000882	750	-0.175069	-275.685517
94	0.000559	750	-0.137460	-275.822978
95	0.000320	750	-0.104759	-275.927737
96	0.000156	750	-0.070785	-275.998521
97	0.000057	750	-0.046532	-276.045053
98	0.000010	750	-0.020639	-276.065693
99	0.000000	750	-0.004743	-276.070435
Log marginal likelihood:	-276.070435
0	0.975187	750	-6.528377	-6.528377
1	0.950747	750	-6.437319	-12.965696
2	0.926679	750	-6.329801	-19.295497
3	0.902980	750	-6.248314	-25.543810
4	0.879648	750	-6.140393	-31.684203
5	0.856682	750	-6.047188	-37.731391
6	0.834079	750	-5.948127	-43.679518
7	0.811838	750	-5.868958	-49.548476
8	0.789957	750	-5.759980	-55.308456
9	0.768433	750	-5.669203	-60.977659
10	0.747266	750	-5.596200	-66.573859
11	0.726452	750	-5.493519	-72.067378
12	0.705989	750	-5.402310	-77.469687
13	0.685877	750	-5.311073	-82.780760
14	0.666112	750	-5.205634	-87.986394
15	0.646693	750	-5.120801	-93.107195
16	0.627618	750	-5.039954	-98.147149
17	0.608884	750	-4.950798	-103.097947
18	0.590490	750	-4.864290	-107.962237
19	0.572433	750	-4.785995	-112.748232
20	0.554712	750	-4.690745	-117.438977
21	0.537324	750	-4.607638	-122.046615
22	0.520268	750	-4.522317	-126.568932
23	0.503540	750	-4.447099	-131.016031
24	0.487139	750	-4.347895	-135.363926
25	0.471063	750	-4.337934	-139.701860
26	0.455310	750	-4.195464	-143.897324
27	0.439877	750	-4.095071	-147.992395
28	0.424762	750	-4.064837	-152.057232
29	0.409963	750	-3.982481	-156.039713
30	0.395478	750	-3.848376	-159.888089
31	0.381305	750	-3.837128	-163.725217
32	0.367440	750	-3.771996	-167.497213
33	0.353883	750	-3.605183	-171.102396
34	0.340630	750	-3.532570	-174.634966
35	0.327680	750	-3.510400	-178.145366
36	0.315030	750	-3.422186	-181.567552
37	0.302677	750	-3.387376	-184.954928
38	0.290619	750	-3.266803	-188.221731
39	0.278855	750	-3.219348	-191.441080
40	0.267381	750	-3.171326	-194.612405
41	0.256195	750	-3.099055	-197.711460
42	0.245294	750	-2.945050	-200.656511
43	0.234677	750	-2.922361	-203.578872
44	0.224340	750	-2.890479	-206.469351
45	0.214281	750	-2.791782	-209.261133
46	0.204498	750	-2.724915	-211.986048
47	0.194988	750	-2.642641	-214.628689
48	0.185749	750	-2.597351	-217.226040
49	0.176777	750	-2.514080	-219.740120
50	0.168070	750	-2.495910	-222.236030
51	0.159626	750	-2.392851	-224.628881
52	0.151441	750	-2.353331	-226.982212
53	0.143514	750	-2.320966	-229.303178
54	0.135841	750	-2.296434	-231.599612
55	0.128420	750	-2.215712	-233.815324
56	0.121247	750	-2.187718	-236.003042
57	0.114320	750	-1.957231	-237.960273
58	0.107637	750	-2.024984	-239.985257
59	0.101193	750	-2.015941	-242.001198
60	0.094986	750	-2.022615	-244.023813
61	0.089014	750	-1.770487	-245.794299
62	0.083273	750	-1.759766	-247.554066
63	0.077760	750	-1.729046	-249.283112
64	0.072472	750	-1.696435	-250.979546
65	0.067406	750	-1.646593	-252.626139
66	0.062558	750	-1.586745	-254.212885
67	0.057926	750	-1.493607	-255.706492
68	0.053506	750	-1.408384	-257.114875
69	0.049295	750	-1.398386	-258.513262
70	0.045289	750	-1.321210	-259.834472
71	0.041485	750	-1.278797	-261.113269
72	0.037880	750	-1.215048	-262.328317
73	0.034469	750	-1.146691	-263.475008
74	0.031250	750	-1.091707	-264.566715
75	0.028218	750	-1.035477	-265.602192
76	0.025370	750	-0.956796	-266.558989
77	0.022702	750	-0.931462	-267.490450
78	0.020209	750	-0.899047	-268.389497
79	0.017889	750	-0.815342	-269.204839
80	0.015736	750	-0.771282	-269.976121
81	0.013746	750	-0.724711	-270.700832
82	0.011916	750	-0.668017	-271.368850
83	0.010240	750	-0.627135	-271.995985
84	0.008714	750	-0.571244	-272.567229
85	0.007334	750	-0.516007	-273.083236
86	0.006093	750	-0.477823	-273.561059
87	0.004988	750	-0.435473	-273.996532
88	0.004013	750	-0.368871	-274.365404
89	0.003162	750	-0.353862	-274.719266
90	0.002430	750	-0.294871	-275.014137
91	0.001810	750	-0.266102	-275.280239
92	0.001296	750	-0.221753	-275.501992
93	0.000882	750	-0.177322	-275.679314
94	0.000559	750	-0.143481	-275.822795
95	0.000320	750	-0.103310	-275.926105
96	0.000156	750	-0.072958	-275.999063
97	0.000057	750	-0.042376	-276.041439
98	0.000010	750	-0.022440	-276.063879
99	0.000000	750	-0.004585	-276.068464
Log marginal likelihood:	-276.068464
0	0.975187	750	-6.900250	-6.900250
1	0.950747	750	-6.798541	-13.698791
2	0.926679	750	-6.693170	-20.391962
3	0.902980	750	-6.590759	-26.982720
4	0.879648	750	-6.477505	-33.460225
5	0.856682	750	-6.402733	-39.862958
6	0.834079	750	-6.316558	-46.179516
7	0.811838	750	-6.182131	-52.361646
8	0.789957	750	-6.106714	-58.468360
9	0.768433	750	-5.988244	-64.456604
10	0.747266	750	-5.966134	-70.422737
11	0.726452	750	-5.816525	-76.239262
12	0.705989	750	-5.723276	-81.962538
13	0.685877	750	-5.602351	-87.564890
14	0.666112	750	-5.529531	-93.094421
15	0.646693	750	-5.434925	-98.529346
16	0.627618	750	-5.326099	-103.855444
17	0.608884	750	-5.248213	-109.103657
18	0.590490	750	-5.130387	-114.234044
19	0.572433	750	-5.066569	-119.300613
20	0.554712	750	-4.984721	-124.285334
21	0.537324	750	-4.884568	-129.169902
22	0.520268	750	-4.783195	-133.953097
23	0.503540	750	-4.707744	-138.660841
24	0.487139	750	-4.621553	-143.282395
25	0.471063	750	-4.529803	-147.812198
26	0.455310	750	-4.412375	-152.224574
27	0.439877	750	-4.382705	-156.607279
28	0.424762	750	-4.255659	-160.862938
29	0.409963	750	-4.256026	-165.118964
30	0.395478	750	-4.087779	-169.206743
31	0.381305	750	-4.021594	-173.228338
32	0.367440	750	-3.951427	-177.179764
33	0.353883	750	-3.852989	-181.032753
34	0.340630	750	-3.772113	-184.804866
35	0.327680	750	-3.677691	-188.482556
36	0.315030	750	-3.626903	-192.109460
37	0.302677	750	-3.533625	-195.643084
38	0.290619	750	-3.437195	-199.080280
39	0.278855	750	-3.367015	-202.447294
40	0.267381	750	-3.307903	-205.755198
41	0.256195	750	-3.206848	-208.962046
42	0.245294	750	-3.161702	-212.123748
43	0.234677	750	-3.063608	-215.187356
44	0.224340	750	-3.011854	-218.199210
45	0.214281	750	-2.984874	-221.184084
46	0.204498	750	-2.852114	-224.036198
47	0.194988	750	-2.759305	-226.795503
48	0.185749	750	-2.699932	-229.495435
49	0.176777	750	-2.640599	-232.136035
50	0.168070	750	-2.548638	-234.684672
51	0.159626	750	-2.527204	-237.211876
52	0.151441	750	-2.432942	-239.644818
53	0.143514	750	-2.508035	-242.152853
54	0.135841	750	-2.327080	-244.479933
55	0.128420	750	-2.275262	-246.755195
56	0.121247	750	-2.164700	-248.919895
57	0.114320	750	-2.175540	-251.095435
58	0.107637	750	-2.159259	-253.254694
59	0.101193	750	-2.047374	-255.302067
60	0.094986	750	-2.009606	-257.311674
61	0.089014	750	-1.929991	-259.241665
62	0.083273	750	-1.806924	-261.048589
63	0.077760	750	-1.746519	-262.795108
64	0.072472	750	-1.699126	-264.494234
65	0.067406	750	-1.680582	-266.174816
66	0.062558	750	-1.614505	-267.789321
67	0.057926	750	-1.530224	-269.319546
68	0.053506	750	-1.454573	-270.774118
69	0.049295	750	-1.401932	-272.176050
70	0.045289	750	-1.358674	-273.534724
71	0.041485	750	-1.288604	-274.823328
72	0.037880	750	-1.207587	-276.030915
73	0.034469	750	-1.138310	-277.169224
74	0.031250	750	-1.112742	-278.281967
75	0.028218	750	-1.031467	-279.313434
76	0.025370	750	-0.969444	-280.282878
77	0.022702	750	-0.942714	-281.225592
78	0.020209	750	-0.894994	-282.120586
79	0.017889	750	-0.814549	-282.935135
80	0.015736	750	-0.773356	-283.708491
81	0.013746	750	-0.720578	-284.429069
82	0.011916	750	-0.683808	-285.112877
83	0.010240	750	-0.619429	-285.732306
84	0.008714	750	-0.576242	-286.308548
85	0.007334	750	-0.525626	-286.834174
86	0.006093	750	-0.489201	-287.323375
87	0.004988	750	-0.452458	-287.775832
88	0.004013	750	-0.411530	-288.187362
89	0.003162	750	-0.354719	-288.542082
90	0.002430	750	-0.295798	-288.837879
91	0.001810	750	-0.264655	-289.102535
92	0.001296	750	-0.208922	-289.311456
93	0.000882	750	-0.187049	-289.498506
94	0.000559	750	-0.141378	-289.639884
95	0.000320	750	-0.110399	-289.750282
96	0.000156	750	-0.076637	-289.826919
97	0.000057	750	-0.047702	-289.874621
98	0.000010	750	-0.021581	-289.896202
99	0.000000	750	-0.005234	-289.901435
Log marginal likelihood:	-289.901435
0	0.975187	750	-6.581379	-6.581379
1	0.950747	750	-6.486534	-13.067913
2	0.926679	750	-6.391169	-19.459082
3	0.902980	750	-6.295537	-25.754619
4	0.879648	750	-6.193863	-31.948482
5	0.856682	750	-6.107908	-38.056389
6	0.834079	750	-6.002698	-44.059088
7	0.811838	750	-5.921135	-49.980223
8	0.789957	750	-5.821461	-55.801684
9	0.768433	750	-5.731840	-61.533524
10	0.747266	750	-5.631924	-67.165447
11	0.726452	750	-5.543446	-72.708893
12	0.705989	750	-5.449105	-78.157998
13	0.685877	750	-5.352802	-83.510800
14	0.666112	750	-5.287985	-88.798785
15	0.646693	750	-5.198676	-93.997462
16	0.627618	750	-5.084962	-99.082423
17	0.608884	750	-5.102387	-104.184810
18	0.590490	750	-4.902832	-109.087642
19	0.572433	750	-4.830120	-113.917762
20	0.554712	750	-4.745141	-118.662904
21	0.537324	750	-4.717091	-123.379995
22	0.520268	750	-4.569827	-127.949821
23	0.503540	750	-4.526827	-132.476649
24	0.487139	750	-4.466260	-136.942908
25	0.471063	750	-4.348267	-141.291175
26	0.455310	750	-4.245940	-145.537115
27	0.439877	750	-4.237013	-149.774128
28	0.424762	750	-4.045294	-153.819422
29	0.409963	750	-3.993824	-157.813247
30	0.395478	750	-3.927772	-161.741018
31	0.381305	750	-3.852124	-165.593142
32	0.367440	750	-3.739464	-169.332606
33	0.353883	750	-3.736920	-173.069526
34	0.340630	750	-3.617393	-176.686918
35	0.327680	750	-3.521922	-180.208840
36	0.315030	750	-3.463524	-183.672365
37	0.302677	750	-3.378313	-187.050678
38	0.290619	750	-3.307191	-190.357869
39	0.278855	750	-3.214765	-193.572634
40	0.267381	750	-3.138624	-196.711258
41	0.256195	750	-3.086921	-199.798178
42	0.245294	750	-3.048527	-202.846705
43	0.234677	750	-2.982543	-205.829248
44	0.224340	750	-2.837578	-208.666826
45	0.214281	750	-2.803332	-211.470157
46	0.204498	750	-2.744735	-214.214892
47	0.194988	750	-2.661215	-216.876107
48	0.185749	750	-2.574026	-219.450133
49	0.176777	750	-2.523077	-221.973210
50	0.168070	750	-2.485283	-224.458493
51	0.159626	750	-2.363135	-226.821628
52	0.151441	750	-2.335697	-229.157326
53	0.143514	750	-2.319795	-231.477121
54	0.135841	750	-2.192426	-233.669547
55	0.128420	750	-2.103639	-235.773186
56	0.121247	750	-2.136985	-237.910171
57	0.114320	750	-2.057291	-239.967462
58	0.107637	750	-2.055097	-242.022560
59	0.101193	750	-1.956660	-243.979220
60	0.094986	750	-1.871432	-245.850652
61	0.089014	750	-1.800461	-247.651114
62	0.083273	750	-1.760984	-249.412097
63	0.077760	750	-1.750832	-251.162929
64	0.072472	750	-1.683462	-252.846391
65	0.067406	750	-1.647530	-254.493922
66	0.062558	750	-1.607737	-256.101659
67	0.057926	750	-1.519895	-257.621554
68	0.053506	750	-1.470444	-259.091998
69	0.049295	750	-1.391878	-260.483876
70	0.045289	750	-1.328384	-261.812260
71	0.041485	750	-1.270010	-263.082269
72	0.037880	750	-1.211712	-264.293981
73	0.034469	750	-1.146725	-265.440707
74	0.031250	750	-1.101659	-266.542366
75	0.028218	750	-1.035060	-267.577426
76	0.025370	750	-0.967907	-268.545333
77	0.022702	750	-0.925821	-269.471154
78	0.020209	750	-0.868211	-270.339365
79	0.017889	750	-0.829665	-271.169029
80	0.015736	750	-0.786503	-271.955532
81	0.013746	750	-0.729522	-272.685055
82	0.011916	750	-0.675600	-273.360655
83	0.010240	750	-0.644831	-274.005486
84	0.008714	750	-0.577692	-274.583178
85	0.007334	750	-0.520478	-275.103656
86	0.006093	750	-0.490608	-275.594264
87	0.004988	750	-0.432449	-276.026713
88	0.004013	750	-0.399491	-276.426205
89	0.003162	750	-0.345563	-276.771768
90	0.002430	750	-0.302631	-277.074398
91	0.001810	750	-0.252587	-277.326985
92	0.001296	750	-0.228670	-277.555656
93	0.000882	750	-0.183622	-277.739278
94	0.000559	750	-0.143082	-277.882359
95	0.000320	750	-0.108184	-277.990543
96	0.000156	750	-0.073688	-278.064231
97	0.000057	750	-0.043624	-278.107855
98	0.000010	750	-0.020711	-278.128565
99	0.000000	750	-0.004568	-278.133133
Log marginal likelihood:	-278.133133
0	0.975187	750	-6.495360	-6.495360
1	0.950747	750	-6.395784	-12.891144
2	0.926679	750	-6.316529	-19.207673
3	0.902980	750	-6.226986	-25.434659
4	0.879648	750	-6.113992	-31.548651
5	0.856682	750	-6.033275	-37.581926
6	0.834079	750	-5.930958	-43.512884
7	0.811838	750	-5.838188	-49.351072
8	0.789957	750	-5.751660	-55.102731
9	0.768433	750	-5.653290	-60.756021
10	0.747266	750	-5.574412	-66.330433
11	0.726452	750	-5.484616	-71.815049
12	0.705989	750	-5.403918	-77.218968
13	0.685877	750	-5.296943	-82.515910
14	0.666112	750	-5.210506	-87.726416
15	0.646693	750	-5.128401	-92.854817
16	0.627618	750	-5.010444	-97.865261
17	0.608884	750	-4.933572	-102.798833
18	0.590490	750	-4.844105	-107.642937
19	0.572433	750	-4.790754	-112.433692
20	0.554712	750	-4.747487	-117.181178
21	0.537324	750	-4.574098	-121.755276
22	0.520268	750	-4.538643	-126.293920
23	0.503540	750	-4.475838	-130.769758
24	0.487139	750	-4.350294	-135.120052
25	0.471063	750	-4.352012	-139.472064
26	0.455310	750	-4.157148	-143.629212
27	0.439877	750	-4.080135	-147.709347
28	0.424762	750	-4.031014	-151.740361
29	0.409963	750	-3.981177	-155.721539
30	0.395478	750	-3.923194	-159.644733
31	0.381305	750	-3.764473	-163.409206
32	0.367440	750	-3.738367	-167.147573
33	0.353883	750	-3.670449	-170.818022
34	0.340630	750	-3.624308	-174.442330
35	0.327680	750	-3.507804	-177.950134
36	0.315030	750	-3.400352	-181.350486
37	0.302677	750	-3.357704	-184.708190
38	0.290619	750	-3.278889	-187.987078
39	0.278855	750	-3.234585	-191.221663
40	0.267381	750	-3.115811	-194.337473
41	0.256195	750	-3.049679	-197.387152
42	0.245294	750	-2.987057	-200.374209
43	0.234677	750	-2.900925	-203.275135
44	0.224340	750	-2.815467	-206.090602
45	0.214281	750	-2.768370	-208.858972
46	0.204498	750	-2.701863	-211.560835
47	0.194988	750	-2.627818	-214.188653
48	0.185749	750	-2.608798	-216.797451
49	0.176777	750	-2.491846	-219.289297
50	0.168070	750	-2.439629	-221.728926
51	0.159626	750	-2.424265	-224.153191
52	0.151441	750	-2.310664	-226.463855
53	0.143514	750	-2.281743	-228.745598
54	0.135841	750	-2.178217	-230.923815
55	0.128420	750	-2.201368	-233.125183
56	0.121247	750	-2.054116	-235.179299
57	0.114320	750	-2.077850	-237.257149
58	0.107637	750	-2.010060	-239.267209
59	0.101193	750	-1.868930	-241.136139
60	0.094986	750	-1.905444	-243.041583
61	0.089014	750	-1.882440	-244.924024
62	0.083273	750	-1.734932	-246.658955
63	0.077760	750	-1.744696	-248.403651
64	0.072472	750	-1.705715	-250.109367
65	0.067406	750	-1.624833	-251.734199
66	0.062558	750	-1.558431	-253.292630
67	0.057926	750	-1.495141	-254.787771
68	0.053506	750	-1.448285	-256.236056
69	0.049295	750	-1.377174	-257.613230
70	0.045289	750	-1.330405	-258.943635
71	0.041485	750	-1.224356	-260.167992
72	0.037880	750	-1.188076	-261.356068
73	0.034469	750	-1.130730	-262.486798
74	0.031250	750	-1.075307	-263.562106
75	0.028218	750	-1.028256	-264.590362
76	0.025370	750	-0.974108	-265.564470
77	0.022702	750	-0.905558	-266.470027
78	0.020209	750	-0.865564	-267.335591
79	0.017889	750	-0.799328	-268.134919
80	0.015736	750	-0.761023	-268.895942
81	0.013746	750	-0.711714	-269.607656
82	0.011916	750	-0.680294	-270.287950
83	0.010240	750	-0.623423	-270.911373
84	0.008714	750	-0.563625	-271.474998
85	0.007334	750	-0.524539	-271.999538
86	0.006093	750	-0.489474	-272.489012
87	0.004988	750	-0.419521	-272.908533
88	0.004013	750	-0.386322	-273.294855
89	0.003162	750	-0.353962	-273.648816
90	0.002430	750	-0.302386	-273.951202
91	0.001810	750	-0.247869	-274.199071
92	0.001296	750	-0.220560	-274.419632
93	0.000882	750	-0.183534	-274.603166
94	0.000559	750	-0.146090	-274.749256
95	0.000320	750	-0.101404	-274.850660
96	0.000156	750	-0.070026	-274.920686
97	0.000057	750	-0.048013	-274.968699
98	0.000010	750	-0.021510	-274.990209
99	0.000000	750	-0.004547	-274.994756
Log marginal likelihood:	-274.994756
0	0.975187	750	-5.862964	-5.862964
1	0.950747	750	-5.786500	-11.649464
2	0.926679	750	-5.678287	-17.327751
3	0.902980	750	-5.591988	-22.919739
4	0.879648	750	-5.511088	-28.430827
5	0.856682	750	-5.420623	-33.851450
6	0.834079	750	-5.336548	-39.187998
7	0.811838	750	-5.253654	-44.441652
8	0.789957	750	-5.170044	-49.611697
9	0.768433	750	-5.085650	-54.697346
10	0.747266	750	-5.009640	-59.706987
11	0.726452	750	-4.926231	-64.633218
12	0.705989	750	-4.849695	-69.482912
13	0.685877	750	-4.768607	-74.251519
14	0.666112	750	-4.714750	-78.966269
15	0.646693	750	-4.607293	-83.573562
16	0.627618	750	-4.523931	-88.097493
17	0.608884	750	-4.446837	-92.544330
18	0.590490	750	-4.357462	-96.901792
19	0.572433	750	-4.273726	-101.175517
20	0.554712	750	-4.209538	-105.385055
21	0.537324	750	-4.144589	-109.529644
22	0.520268	750	-4.045438	-113.575082
23	0.503540	750	-3.985065	-117.560146
24	0.487139	750	-3.896248	-121.456395
25	0.471063	750	-3.820814	-125.277208
26	0.455310	750	-3.782123	-129.059331
27	0.439877	750	-3.708805	-132.768136
28	0.424762	750	-3.605862	-136.373998
29	0.409963	750	-3.557662	-139.931660
30	0.395478	750	-3.459926	-143.391586
31	0.381305	750	-3.402709	-146.794295
32	0.367440	750	-3.358774	-150.153069
33	0.353883	750	-3.286840	-153.439909
34	0.340630	750	-3.176713	-156.616622
35	0.327680	750	-3.160513	-159.777135
36	0.315030	750	-3.032390	-162.809525
37	0.302677	750	-3.021530	-165.831055
38	0.290619	750	-2.912918	-168.743972
39	0.278855	750	-2.877492	-171.621464
40	0.267381	750	-2.790953	-174.412417
41	0.256195	750	-2.730272	-177.142689
42	0.245294	750	-2.753617	-179.896306
43	0.234677	750	-2.648426	-182.544731
44	0.224340	750	-2.588318	-185.133050
45	0.214281	750	-2.505564	-187.638614
46	0.204498	750	-2.450557	-190.089170
47	0.194988	750	-2.356200	-192.445371
48	0.185749	750	-2.337138	-194.782508
49	0.176777	750	-2.285429	-197.067938
50	0.168070	750	-2.197986	-199.265924
51	0.159626	750	-2.167562	-201.433486
